AIRLINE_ID,CARRIER,CARRIER_ENTITY,CARRIER_NAME,UNIQUE_CARRIER,UNIQUE_CARRIER_ENTITY,UNIQUE_CARRIER_NAME,WAC,CARRIER_GROUP,CARRIER_GROUP_NEW,REGION,START_DATE_SOURCE,THRU_DATE_SOURCE
19608,FT,19323,Flying Tiger Line Inc.,FT,19323,Flying Tiger Line Inc.,10,3,3,Latin America,4/1/82,7/31/89
19608,FT,19322,Flying Tiger Line Inc.,FT,19322,Flying Tiger Line Inc.,10,3,3,Atlantic,1/1/60,7/31/89
19608,FT,19321,Flying Tiger Line Inc.,FT,19321,Flying Tiger Line Inc.,10,3,3,Pacific,1/1/60,7/31/89
19608,FT,9320,Flying Tiger Line Inc.,FT,9320,Flying Tiger Line Inc.,10,3,3,Domestic,1/1/60,7/31/89
19609,OD,90094,Aerocondor,OD (1),90094,Aerocondor,368,0,0,International,7/1/81,12/31/89
19610,OD,6195,Emerald Airlines Inc.,OD,6195,Emerald Airlines Inc.,10,1,1,Domestic,6/1/82,6/30/91
19611,NRN,37990,Northern Airlines Inc.,NRN,37990,Northern Airlines Inc.,10,1,6,Domestic,6/1/82,9/30/02
19612,6P,6743,Pacific East Air Inc.,6P,6743,Pacific East Air Inc.,10,1,1,Domestic,7/1/82,5/31/84
19613,TJ,16230,Jet Charter Service Inc.,TJ,16230,Jet Charter Service Inc.,10,1,1,International,7/1/82,7/31/85
19613,TJ,6676,Jet Charter Service Inc.,TJ,6676,Jet Charter Service Inc.,10,1,1,Domestic,7/1/82,7/31/85
19613,TJ,6675,Jet Charter Service Inc.,TJ,6675,Jet Charter Service Inc.,10,1,1,System,7/1/82,7/31/85
19614,EOQ,9337A,Aeroservicios Ecuatorianos,EOQ,9337A,Aeroservicios Ecuatorianos,337,0,0,International,7/1/82,12/31/97
19615,RAQ,16059,Arista International Airlines Inc.,RAQ,16059,Arista International Airlines Inc.,10,1,1,International,8/1/82,3/31/84
19615,RAQ,6058,Arista International Airlines Inc.,RAQ,6058,Arista International Airlines Inc.,10,1,1,Domestic,8/1/82,3/31/84
19615,RAQ,6057,Arista International Airlines Inc.,RAQ,6057,Arista International Airlines Inc.,10,1,1,System,8/1/82,3/31/84
19616,KU,9644A,Kuwait Airways Corp.,KU,9644A,Kuwait Airways Corp.,644,0,0,International,8/1/82,
19617,BAY,37993,Burlington Aeroplane Co.,BAY,37993,Burlington Aeroplane Co.,10,1,6,Domestic,9/1/82,9/30/02
19618,DSA,37992,Desert Sun Airlines,DSA,37992,Desert Sun Airlines,10,1,6,Domestic,9/1/82,9/30/02
19619,LAS,38005,Lake Union Air Service,LAS,38005,Lake Union Air Service,10,1,6,Domestic,9/1/82,9/30/02
19620,QTQ,9441A,Aer Turas Teoranta,QTQ,9441A,Aer Turas Teoranta,441,0,0,International,9/1/82,6/30/03
19621,AFQ,90162,Aero B Venezuela C.A.,AFQ,90162,Aero B Venezuela C.A.,388,0,0,International,10/1/82,12/31/89
19622,GX,90166,Air Ontario Limited,GX,90166,Air Ontario Limited,900,0,0,International,10/1/82,12/31/89
19623,EI,9441B,Aer Lingus Plc,EI,9441B,Aer Lingus Plc,441,0,0,International,11/1/82,
19624,SV,9670A,Saudi Arabian Airlines Corp,SV,9670A,Saudi Arabian Airlines Corp,670,0,0,International,11/1/82,
19625,XAB,80060,Air Polynesia d/b/a DHL Cargo,XAB,80060,Air Polynesia d/b/a DHL Cargo,10,7,7,Domestic,12/1/82,12/31/86
19626,XBZ,80059,Air Natl Aircraft Sal & Ser,XBZ,80059,Air Natl Aircraft Sal & Ser,10,7,7,Domestic,12/1/82,12/31/89
19627,CIQ,9419A,A/S Conair,CIQ,9419A,A/S Conair,419,0,0,International,12/1/82,12/31/94
19628,ANI,38003,Dash Air Corporation,ANI,38003,Dash Air Corporation,10,1,6,Domestic,12/1/82,9/30/02
19629,ARA,37998,Air Resorts Airlines,ARA,37998,Air Resorts Airlines,10,1,6,Domestic,12/1/82,9/30/02
19630,MUA,37999,Manu'a Air Transport,MUA,37999,Manu'a Air Transport,10,1,6,Domestic,12/1/82,9/30/02
19631,PCL,37969,Pacific Cal Air,PCL,37969,Pacific Cal Air,10,1,6,Domestic,12/1/82,9/30/02
19632,SER,38000,Service Aviation Inc.,SER,38000,Service Aviation Inc.,10,1,6,Domestic,12/1/82,9/30/02
19633,TTM,38015,The Time Machine,TTM,38015,The Time Machine,10,1,6,Domestic,12/1/82,9/30/02
19634,CMQ,90170,Servicio De Carga Aerea Sa,CMQ,90170,Servicio De Carga Aerea Sa,162,0,0,International,2/1/83,12/31/89
19635,HAQ,9429C,Hapag Lloyd Flug.,HAQ,9429C,Hapag Lloyd Flug.,429,0,0,International,2/1/83,11/30/01
19636,CB,6014,Air One Inc.,CB,6014,Air One Inc.,10,1,1,Domestic,3/1/83,10/31/84
19637,ME,9647A,Middle East Airlines S.A.L.,ME,9647A,Middle East Airlines S.A.L.,647,0,0,International,3/1/83,12/31/89
19638,AFS,38010,Arcata Flying Service,AFS,38010,Arcata Flying Service,10,1,6,Domestic,3/1/83,9/30/02
19639,GRD,30475,Grand Canyon Airlines,GRD,30475,Grand Canyon Airlines,10,1,6,Domestic,3/1/83,9/30/02
19640,KOD,37997,Kodiak Airways Inc.,KOD,37997,Kodiak Airways Inc.,10,1,6,Domestic,3/1/83,9/30/02
19641,MAE,38016,Mid-Atlantic Exp. Airlines,MAE,38016,Mid-Atlantic Exp. Airlines,10,1,6,Domestic,3/1/83,9/30/02
19642,NCA,38004,National Commuter Airlines,NCA,38004,National Commuter Airlines,10,1,6,Domestic,3/1/83,9/30/02
19643,SAC,38001,Sundorph Aeronautical Corp.,SAC,38001,Sundorph Aeronautical Corp.,10,1,6,Domestic,3/1/83,9/30/02
19644,WAR,38006,Waring Air,WAR,38006,Waring Air,10,1,6,Domestic,3/1/83,9/30/02
19645,EP,16034,All Star Airlines Inc.,EP,16034,All Star Airlines Inc.,10,1,1,International,4/1/83,10/31/85
19645,EP,6034,All Star Airlines Inc.,EP,6034,All Star Airlines Inc.,10,1,1,Domestic,4/1/83,10/31/85
19645,EP,6033,All Star Airlines Inc.,EP,6033,All Star Airlines Inc.,10,1,1,System,4/1/83,10/31/85
19646,AXQ,16013,Aeron International Airlines Inc.,AXQ,16013,Aeron International Airlines Inc.,10,1,1,International,4/1/83,5/31/89
19647,JIQ,16250,Jet Fleet Intl. Airlines,JIQ,16250,Jet Fleet Intl. Airlines,10,1,1,International,6/1/83,10/31/92
19647,JIQ,6678,Jet Fleet Intl. Airlines,JIQ,6678,Jet Fleet Intl. Airlines,10,1,1,Domestic,6/1/83,10/31/92
19647,JIQ,6677,Jet Fleet Intl. Airlines,JIQ,6677,Jet Fleet Intl. Airlines,10,1,1,System,6/1/83,10/31/92
19648,HER,38012,Markair Express,HER,38012,Markair Express,10,1,6,Domestic,6/1/83,12/31/97
19649,LSZ,30131,Alaska Island Air Inc.,LSZ,30131,Alaska Island Air Inc.,10,1,6,Domestic,6/1/83,10/31/00
19650,AAT,30005,Air Sunshine Inc.,AAT,30005,Air Sunshine Inc.,10,1,6,Domestic,6/1/83,9/30/02
19650,AAT,30005,Air Sunshine Inc.,AAT,30005,Air Sunshine Inc.,10,1,6,Domestic,1/1/11,
19651,EAT,38008,Eastman Airways Inc.,EAT,38008,Eastman Airways Inc.,10,1,6,Domestic,6/1/83,9/30/02
19652,SPH,38014,Spirit Helicopter,SPH,38014,Spirit Helicopter,10,1,6,Domestic,6/1/83,9/30/02
19653,AHQ,16025,Air National,AHQ,16025,Air National,10,1,1,International,8/1/83,7/31/84
19653,AHQ,6025,Air National,AHQ,6025,Air National,10,1,1,Domestic,8/1/83,7/31/84
19654,EXC,38019,Executive Charter,EXC (1),38019,Executive Charter,10,1,6,Domestic,9/1/83,12/31/86
19655,SNA,38026,Aviation Associates,SNA,38026,Aviation Associates,10,1,6,Domestic,9/1/83,12/31/87
19656,ARM,38021,Airmarc Airlines Inc.,ARM,38021,Airmarc Airlines Inc.,10,1,6,Domestic,9/1/83,9/30/02
19657,PAT,38018,Panorama Air Tours,PAT,38018,Panorama Air Tours,10,1,6,Domestic,9/1/83,9/30/02
19658,TKQ,6889,Trans-Air-Link Corporation,TKQ,6889,Trans-Air-Link Corporation,10,1,4,System,9/1/83,10/31/02
19658,TKQ,16890,Trans-Air-Link Corporation,TKQ,16890,Trans-Air-Link Corporation,10,1,4,International,9/1/83,10/31/04
19658,TKQ,6890,Trans-Air-Link Corporation,TKQ,6890,Trans-Air-Link Corporation,10,1,4,Domestic,9/1/83,10/31/03
19659,AAI,38007,Audi Air Inc.,AAI,38007,Audi Air Inc.,10,1,6,Domestic,10/1/83,12/31/89
19660,GAQ,16202,Galaxy Airlines Inc.,GAQ,16202,Galaxy Airlines Inc.,10,1,1,International,11/1/83,3/31/87
19660,GAQ,6501,Galaxy Airlines Inc.,GAQ,6501,Galaxy Airlines Inc.,10,1,1,System,11/1/83,3/31/87
19660,GAQ,6500,Galaxy Airlines Inc.,GAQ,6500,Galaxy Airlines Inc.,10,1,1,Domestic,10/1/83,3/31/87
19661,IDQ,6630,Intl Air Service Co. Ltd.,IDQ,6630,Intl Air Service Co. Ltd.,10,1,1,Domestic,11/1/83,3/31/89
19662,TR,9316A,Transbrasil S.A.,TR,9316A,Transbrasil S.A.,316,0,0,International,11/1/83,10/31/01
19663,XCA,80062,Hawkins And Powers Aviation,XCA,80062,Hawkins And Powers Aviation,10,7,7,Domestic,12/1/83,12/31/86
19664,XBC,80061,Jet East Inc.,XBC,80061,Jet East Inc.,10,7,7,Domestic,12/1/83,12/31/89
19665,ARS,38020,Air Sedona,ARS,38020,Air Sedona,10,1,6,Domestic,12/1/83,9/30/02
19666,CRE,38027,Caribbean Express Inc.,CRE,38027,Caribbean Express Inc.,10,1,6,Domestic,12/1/83,9/30/02
19667,TFZ,38022,Tri-State Airlines Inc.,TFZ,38022,Tri-State Airlines Inc.,10,1,6,Domestic,12/1/83,9/30/02
19668,FH,6206,Frontier Horizon Inc.,FH,6206,Frontier Horizon Inc.,10,1,1,Domestic,1/1/84,3/31/85
19669,AWQ,90176,Aermediterranea S.P.A.,AWQ,90176,Aermediterranea S.P.A.,450,0,0,International,2/1/84,12/31/89
19670,BF,4350,Markair Inc.,BF,4350,Markair Inc.,10,2,2,Domestic,2/1/84,10/31/95
19670,BF,4350,Alaska International Air,BF,4350,Markair Inc.,10,2,2,Domestic,10/1/80,1/31/84
19671,VK,9824A,Air Tungaru Corporation,VK,9824A,Air Tungaru Corporation,824,0,0,International,3/1/84,3/31/91
19672,RES,38035,Resort Airlines Inc.,RES,38035,Resort Airlines Inc.,10,1,6,Domestic,3/1/84,12/31/01
19673,AAV,38031,Alpine Air,AAV,38031,Alpine Air,10,1,6,Domestic,3/1/84,9/30/02
19674,AME,38028,Americair Inc.,AME,38028,Americair Inc.,10,1,6,Domestic,3/1/84,9/30/02
19675,ARP,38033,Airspur Helicopters Inc.,ARP,38033,Airspur Helicopters Inc.,10,1,6,Domestic,3/1/84,9/30/02
19676,SKS,38030,Silver Kris Services Ltd.,SKS,38030,Silver Kris Services Ltd.,10,1,6,Domestic,3/1/84,9/30/02
19677,BFQ,16136,Buffalo Airways Inc.,BFQ,16136,Buffalo Airways Inc.,10,1,1,International,4/1/84,6/30/96
19677,BFQ,6137,Buffalo Airways Inc.,BFQ,6137,Buffalo Airways Inc.,10,1,1,Domestic,4/1/84,6/30/96
19677,BFQ,6136,Buffalo Airways Inc.,BFQ,6136,Buffalo Airways Inc.,10,1,1,System,4/1/84,12/31/94
19678,AQ,15045,Aloha Airlines Inc.,AQ,15045,Aloha Airlines Inc.,10,2,2,Pacific,5/1/84,3/31/85
19678,AQ,5045,Aloha Airlines Inc.,AQ,5045,Aloha Airlines Inc.,10,2,2,Domestic,1/1/81,3/31/08
19679,APS,38040,Air Spirit Inc.,APS,38040,Air Spirit Inc.,10,1,6,Domestic,6/1/84,9/30/02
19680,EME,38038,Metro Express,EME,38038,Metro Express,10,1,6,Domestic,6/1/84,9/30/02
19681,FRT,38041,Frontier Commuter,FRT,38041,Frontier Commuter,10,1,6,Domestic,6/1/84,9/30/02
19682,VS,9493K,Virgin Atlantic Airways,VS,9493K,Virgin Atlantic Airways,493,0,0,International,6/1/84,
19683,MKQ,16020,Airmark Corporation,MKQ,16020,Airmark Corporation,10,1,1,International,7/1/84,1/31/85
19683,MKQ,6023,Airmark Corporation,MKQ,6023,Airmark Corporation,10,1,1,Domestic,7/1/84,1/31/85
19683,MKQ,6022,Airmark Corporation,MKQ,6022,Airmark Corporation,10,1,1,System,7/1/84,1/31/85
19684,INQ,16212,Independent Air Inc.,INQ,16212,Independent Air Inc.,10,1,1,International,8/1/84,7/31/91
19684,INQ,6611,Independent Air Inc.,INQ,6611,Independent Air Inc.,10,1,1,Domestic,8/1/84,7/31/91
19684,INQ,6610,Independent Air Inc.,INQ,6610,Independent Air Inc.,10,1,1,System,8/1/84,7/31/91
19685,TPQ,16002,Aerial Transit Company,TPQ,16002,Aerial Transit Company,10,1,1,Latin America,8/1/84,10/31/94
19685,TPQ,6002,Aerial Transit Company,TPQ,6002,Aerial Transit Company,10,1,1,Domestic,8/1/84,10/31/94
19685,TPQ,6001,Aerial Transit Company,TPQ,6001,Aerial Transit Company,10,1,1,System,8/1/84,10/31/94
19686,WFT,38037,Westflight Aviation,WFT,38037,Westflight Aviation,10,1,6,Domestic,9/1/84,12/31/97
19687,HOZ,37960,Horizon Air,QX,37960,Horizon Air,10,1,6,Domestic,1/1/60,8/31/84
19687,QX,6580,Horizon Air,QX,6580,Horizon Air,10,2,2,Domestic,9/1/84,
19687,QX,11023,Horizon Air,QX,11023,Horizon Air,10,2,2,Latin America,7/1/11,
19688,2M,6707,Midway Express Airlines,2M,6707,Midway Express Airlines,10,1,1,Domestic,10/1/84,7/31/85
19689,SDQ,9276A,St. Lucia Airways Limited,SDQ,9276A,St. Lucia Airways Limited,276,0,0,International,10/1/84,12/31/89
19690,HA,15375,Hawaiian Airlines Inc.,HA,15375,Hawaiian Airlines Inc.,10,2,2,Pacific,10/1/84,12/31/08
19690,HA,5375,Hawaiian Airlines Inc.,HA,5375,Hawaiian Airlines Inc.,10,2,2,Domestic,1/1/60,12/31/08
19690,HA,15375,Hawaiian Airlines Inc.,HA,15375,Hawaiian Airlines Inc.,10,3,3,Pacific,1/1/09,
19690,HA,5375,Hawaiian Airlines Inc.,HA,5375,Hawaiian Airlines Inc.,10,3,3,Domestic,1/1/09,
19691,XDA,80063,Pacific Air Express Inc.,XDA,80063,Pacific Air Express Inc.,10,7,7,Domestic,12/1/84,12/31/88
19692,RIA,38042,Trump Air,RIA,38042,Trump Air,10,1,6,Domestic,12/1/84,9/30/02
19693,NPA,38046,North Pacific Airlines Inc.,NPA,38046,North Pacific Airlines Inc.,10,1,6,Domestic,1/1/85,12/31/85
19694,FLR,38043,Flirite Inc.,FLR,38043,Flirite Inc.,10,1,6,Domestic,1/1/85,12/31/86
19695,TAT,38044,Talarik Creek Air Taxi,TAT,38044,Talarik Creek Air Taxi,10,1,6,Domestic,1/1/85,12/31/86
19696,OQ,6788,Royale Airlines Inc.,RAY,6788,Royale Airlines Inc.,10,1,1,Domestic,3/1/84,12/31/84
19696,RAY,30690,Royale Airlines Inc.,RAY,30690,Royale Airlines Inc.,10,1,6,Domestic,1/1/60,2/29/84
19696,RAY,30690,Royale Airlines Inc.,RAY,30690,Royale Airlines Inc.,10,1,6,Domestic,1/1/85,12/31/90
19697,WWQ,9900P,Worldways Canada Ltd.,WWQ,9900P,Worldways Canada Ltd.,900,0,0,International,1/1/85,8/31/91
19698,AQQ,9427A,Air Charter (Safa),AQQ,9427A,Air Charter (Safa),427,0,0,International,1/1/85,
19699,MB,16703,Samoa Airlines Inc.,MB,16703,Samoa Airlines Inc.,10,1,1,Pacific,2/1/85,9/30/85
19700,APH,38050,Alpha Air,APH,38050,Alpha Air,10,1,6,Domestic,3/1/85,9/30/02
19701,JTA,38052,Jetaire Airlines Inc.,JTA,38052,Jetaire Airlines Inc.,10,1,6,Domestic,3/1/85,9/30/02
19702,KB,90182,Haiti Air,KB,90182,Haiti Air,238,0,0,International,4/1/85,12/31/89
19703,HSV,38054,Harbor Air Service,HSV,38054,Harbor Air Service,10,1,6,Domestic,4/1/85,12/31/94
19704,CO,10221,Continental Air Lines Inc.,CO,10221,Continental Air Lines Inc.,10,3,3,Pacific,1/1/60,12/31/11
19704,CO,10220,Continental Air Lines Inc.,CO,10220,Continental Air Lines Inc.,10,3,3,Latin America,1/1/60,12/31/11
19704,CO,10219,Continental Air Lines Inc.,CO,10219,Continental Air Lines Inc.,10,3,3,Atlantic,4/1/85,12/31/11
19704,CO,1220,Continental Air Lines Inc.,CO,1220,Continental Air Lines Inc.,10,3,3,Domestic,1/1/60,12/31/11
19705,IRQ,16590,Interstate Airlines Inc.,IRQ,16590,Interstate Airlines Inc.,10,1,1,International,5/1/85,10/31/88
19705,IRQ,6625,Interstate Airlines Inc.,IRQ,6625,Interstate Airlines Inc.,10,1,1,Domestic,5/1/85,10/31/88
19705,IRQ,6624,Interstate Airlines Inc.,IRQ,6624,Interstate Airlines Inc.,10,1,1,System,5/1/85,10/31/88
19705,XBL,80035,Interstate Airlines Inc.,IRQ,80035,Interstate Airlines Inc.,10,7,7,Domestic,6/1/81,4/30/85
19706,CLD,38058,Hawaii Pacific Helicopters,CLD,38058,Hawaii Pacific Helicopters,10,1,6,Domestic,5/1/85,9/30/02
19707,EA,10285,Eastern Air Lines Inc.,EA,10285,Eastern Air Lines Inc.,10,3,3,Latin America,1/1/65,1/31/91
19707,EA,10284,Eastern Air Lines Inc.,EA,10284,Eastern Air Lines Inc.,10,3,3,Atlantic,6/1/85,9/30/86
19707,EA,0A285,Eastern Air Lines Inc.,EA,0A285,Eastern Air Lines Inc.,10,3,3,Domestic,1/1/60,1/31/91
19708,CSM,38047,Chisum Flying Service,CSM,38047,Chisum Flying Service,10,1,6,Domestic,6/1/85,12/31/86
19709,AMR,38080,AvAir,AMR,38080,AvAir,10,1,6,Domestic,6/1/85,12/31/88
19710,AAP,38048,Armstrong Air Service Inc.,AAP,38048,Armstrong Air Service Inc.,10,1,6,Domestic,6/1/85,12/31/89
19711,EGA,38071,Eagle Airline,EGA,38071,Eagle Airline,10,1,6,Domestic,6/1/85,12/31/96
19712,BEA,38073,Business Express Airlines,BEA,38073,Business Express Airlines,10,1,6,Domestic,6/1/85,12/31/00
19713,ACN,38065,Alliance Airlines,ACN,38065,Alliance Airlines,10,1,6,Domestic,6/1/85,9/30/02
19714,ASR,38063,Astor Air,ASR,38063,Astor Air,10,1,6,Domestic,6/1/85,9/30/02
19715,BAT,38068,West Penn Commuter,BAT,38068,West Penn Commuter,10,1,6,Domestic,6/1/85,9/30/02
19716,BRK,38057,Barken International,BRK,38057,Barken International,10,1,6,Domestic,6/1/85,9/30/02
19717,CMR,38074,Commuter Airlines (Ca),CMR,38074,Commuter Airlines (Ca),10,1,6,Domestic,6/1/85,9/30/02
19718,CRH,38062,Cresent Medivac,CRH,38062,Cresent Medivac,10,1,6,Domestic,6/1/85,9/30/02
19719,CTL,38070,Coastal Air Transport,CTL,38070,Coastal Air Transport,10,1,6,Domestic,6/1/85,9/30/02
19720,EEX,38078,Exec Express,EEX,38078,Exec Express,10,1,6,Domestic,6/1/85,9/30/02
19721,LAA,38061,La Skycab Airline,LAA,38061,La Skycab Airline,10,1,6,Domestic,6/1/85,9/30/02
19722,NAT,38069,National Air,NAT,38069,National Air,10,1,6,Domestic,6/1/85,9/30/02
19723,OMI,38059,Omniflight Airways,OMI,38059,Omniflight Airways,10,1,6,Domestic,6/1/85,9/30/02
19724,SEP,38072,Southern Express Airways,SEP,38072,Southern Express Airways,10,1,6,Domestic,6/1/85,9/30/02
19725,TUR,38064,Turner Aire,TUR,38064,Turner Aire,10,1,6,Domestic,6/1/85,9/30/02
19726,WSK,38079,AAR Western Skyways,WSK,38079,AAR Western Skyways,10,1,6,Domestic,6/1/85,9/30/02
19727,FW,6805,Skybus Inc.,FW,6805,Skybus Inc.,10,1,1,Domestic,7/1/85,11/30/86
19728,CUQ,9281A,Caicos Caribbean Airways,CUQ,9281A,Caicos Caribbean Airways,281,0,0,International,7/1/85,10/31/96
19729,BDE,38055,Jet Express,BDE,38055,Jet Express,10,1,6,Domestic,7/1/85,9/30/02
19730,4R,6770,Regent Air Corporation,4R,6770,Regent Air Corporation,10,1,1,Domestic,9/1/85,2/28/86
19731,WTA,38056,Westates Airlines,WTA,38056,Westates Airlines,10,1,6,Domestic,9/1/85,12/31/87
19732,AON,38097,Action Airlines,AON,38097,Action Airlines,10,1,6,Domestic,9/1/85,9/30/02
19733,CAF,38067,California Seaboard,CAF,38067,California Seaboard,10,1,6,Domestic,9/1/85,9/30/02
19734,ENT,38081,Enterprise Airlines Inc.,ENT,38081,Enterprise Airlines Inc.,10,1,6,Domestic,9/1/85,9/30/02
19735,IEX,38075,Island Air Express,IEX,38075,Island Air Express,10,1,6,Domestic,9/1/85,9/30/02
19736,MAA,38111,Maui Airlines,MAA,38111,Maui Airlines,10,1,6,Domestic,9/1/85,9/30/02
19737,MEX,38095,Metro Express 11,MEX,38095,Metro Express 11,10,1,6,Domestic,9/1/85,9/30/02
19738,OTT,38060,Otter Air,OTT,38060,Otter Air,10,1,6,Domestic,9/1/85,9/30/02
19739,PRM,38082,Prime Air Inc.,PRM,38082,Prime Air Inc.,10,1,6,Domestic,9/1/85,9/30/02
19740,SAL,38077,Sallee's Aviation,SAL,38077,Sallee's Aviation,10,1,6,Domestic,9/1/85,9/30/02
19741,WGL,38066,Wrangell Air Service,WGL,38066,Wrangell Air Service,10,1,6,Domestic,9/1/85,9/30/02
19742,AGL,38024,Atlantic Gulf Airlines,ZY,38024,Atlantic Gulf Airlines,10,1,6,Domestic,9/1/83,9/30/84
19742,ZY,16080,Atlantic Gulf Airlines,ZY,16080,Atlantic Gulf Airlines,10,1,1,Latin America,10/1/85,9/30/86
19742,ZY,6080,Atlantic Gulf Airlines,ZY,6080,Atlantic Gulf Airlines,10,1,1,Domestic,10/1/85,9/30/86
19743,PKQ,16675,Skyworld Airlines Inc.,PKQ,16675,Skyworld Airlines Inc.,10,1,1,International,10/1/85,7/31/89
19743,PKQ,6756,Skyworld Airlines Inc.,PKQ,6756,Skyworld Airlines Inc.,10,1,1,Domestic,10/1/85,7/31/89
19744,XV,6759,Presidential Airways Inc.,XV,6759,Presidential Airways Inc.,10,1,1,Domestic,10/1/85,12/31/89
19745,DC,9205A,Caribbean Air Cargo Co Ltd.,DC,9205A,Caribbean Air Cargo Co Ltd.,205,0,0,International,10/1/85,5/31/92
19746,GA,9832A,P.T. Garuda Indonesian Arwy,GA,9832A,P.T. Garuda Indonesian Arwy,832,0,0,International,11/1/85,3/31/98
19747,MS,9591A,Egyptair,MS,9591A,Egyptair,591,0,0,International,11/1/85,
19748,BYA,38086,Bay Air,BYA,38086,Bay Air,10,1,6,Domestic,12/1/85,12/31/87
19749,FFQ,16204,Five Star Airlines,FFQ,16204,Five Star Airlines,10,1,1,International,12/1/85,6/30/89
19749,FFQ,6203,Five Star Airlines,FFQ,6203,Five Star Airlines,10,1,1,Domestic,12/1/85,6/30/89
19749,FFQ,6202,Five Star Airlines,FFQ,6202,Five Star Airlines,10,1,1,System,12/1/85,1/31/88
19750,KFS,38085,King Flying Service,KFS,38085,King Flying Service,10,1,6,Domestic,12/1/85,12/31/89
19751,LEQ,90191,Le Point Air,LEQ,90191,Le Point Air,900,0,0,International,12/1/85,12/31/89
19752,BRW,38087,Barrow Air,BRW,38087,Barrow Air,10,1,6,Domestic,12/1/85,12/31/93
19753,BIA,38094,Big Island Air,BIA,38094,Big Island Air,10,1,6,Domestic,12/1/85,9/30/02
19754,CCA,38093,Cityhop,CCA,38093,Cityhop,10,1,6,Domestic,12/1/85,9/30/02
19755,GPA,38089,GP Express Airlines,GPA,38089,GP Express Airlines,10,1,6,Domestic,12/1/85,9/30/02
19756,IOW,38098,Iowa Airways,IOW,38098,Iowa Airways,10,1,6,Domestic,12/1/85,9/30/02
19757,MWA,38091,Mountain West Airlines,MWA,38091,Mountain West Airlines,10,1,6,Domestic,12/1/85,9/30/02
19758,RSC,38088,Resort Commuter,RSC,38088,Resort Commuter,10,1,6,Domestic,12/1/85,9/30/02
19759,TXA,38090,Texas National Airlines,TXA,38090,Texas National Airlines,10,1,6,Domestic,12/1/85,9/30/02
19760,AHC,37836,Air Hawaii,AHC,37836,Air Hawaii,10,1,6,Domestic,1/1/60,11/30/85
19760,AHC,37836,Air Hawaii,AHC,37836,Air Hawaii,10,1,6,Domestic,3/1/86,12/31/87
19760,XK,6012,Air Hawaii,AHC,6012,Air Hawaii,10,1,1,Domestic,12/1/85,2/28/86
19761,XK,90150,Aerotal,XK,90150,Aerotal,327,0,0,International,7/1/81,12/31/89
19762,ALS,38108,Air L.A.,ALS,38108,Air L.A.,10,1,6,Domestic,3/1/86,12/31/96
19763,AEO,38114,Aero Coach,AEO,38114,Aero Coach,10,1,6,Domestic,3/1/86,9/30/02
19764,ALK,38107,Air Link Airways,ALK,38107,Air Link Airways,10,1,6,Domestic,3/1/86,9/30/02
19765,BFG,38102,Million Air,BFG,38102,Million Air,10,1,6,Domestic,3/1/86,9/30/02
19766,HEL,38106,Helitrans,HEL,38106,Helitrans,10,1,6,Domestic,3/1/86,9/30/02
19767,LAH,38104,La Helicopter,LAH,38104,La Helicopter,10,1,6,Domestic,3/1/86,9/30/02
19768,OMH,38103,Omniflight Helicopters,OMH,38103,Omniflight Helicopters,10,1,6,Domestic,3/1/86,9/30/02
19769,RVA,38105,Reeves Air,RVA,38105,Reeves Air,10,1,6,Domestic,3/1/86,9/30/02
19770,CM,9162C,Compania Panamena (Copa),CM,9162C,Compania Panamena (Copa),162,0,0,International,3/1/86,
19771,ZAQ,9591B,Zas Airline Of Egypt,ZAQ,9591B,Zas Airline Of Egypt,591,0,0,International,4/1/86,2/28/95
19772,POL,38100,Polar International,POL,38100,Polar International,10,1,6,Domestic,6/1/86,12/31/89
19773,XDC,80067,Hemisphere Air Charter,XDC,80067,Hemisphere Air Charter,10,7,7,Domestic,6/1/86,12/31/89
19774,AIT,38113,Airways International,AIT,38113,Airways International,10,1,6,Domestic,6/1/86,9/30/02
19775,CGA,38112,Chicago Airlines,CGA,38112,Chicago Airlines,10,1,6,Domestic,6/1/86,9/30/02
19776,YM,6785,Royal West Airlines,YM,6785,Royal West Airlines,10,1,1,Domestic,7/1/86,5/31/88
19777,RI,6021,Airpac Inc.,XYZ,6021,Airpac Inc.,10,1,1,Domestic,4/1/84,6/30/86
19777,XYZ,30090,Airpac Inc.,XYZ,30090,Airpac Inc.,10,1,6,Domestic,1/1/60,3/31/84
19777,XYZ,30090,Airpac Inc.,XYZ,30090,Airpac Inc.,10,1,6,Domestic,7/1/86,12/31/97
19778,VE,9388A,Aerovias Venezolanas-Avensa,VE,9388A,Aerovias Venezolanas-Avensa,388,0,0,International,7/1/86,4/30/02
19779,CX,9729A,Cathay Pacific Airways Ltd.,CX,9729A,Cathay Pacific Airways Ltd.,729,0,0,International,7/1/86,
19780,GAL,38116,Galena Air Service,GAL,38116,Galena Air Service,10,1,6,Domestic,9/1/86,12/31/89
19781,STW,38110,Stateswest Airlines,STW,38110,Stateswest Airlines,10,1,6,Domestic,9/1/86,12/31/96
19782,EXR,38119,Executive Transport,EXR,38119,Executive Transport,10,1,6,Domestic,9/1/86,9/30/02
19783,PRP,38117,Propheter Aviation,PRP,38117,Propheter Aviation,10,1,6,Domestic,9/1/86,9/30/02
