 total_passengers 
------------------
          2772143
(1 row)

         city_name         | state_name | airport_code |                      airline_name                       | passengers 
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        862
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        701
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        869
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        802
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        706
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1153
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        772
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        761
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        780
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1144
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |        944
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1152
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |        298
 Denver, CO                | Colorado   | DEN          | United Parcel Service                                   |          0
 Denver, CO                | Colorado   | DEN          | American Airlines Inc.                                  |        876
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |        523
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        397
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        642
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1038
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1017
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1240
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        945
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1016
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1072
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1323
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |        922
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1209
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1010
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1105
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |        986
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1099
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1062
 Colorado Springs, CO      | Colorado   | COS          | Frontier Airlines Inc.                                  |        917
 Denver, CO                | Colorado   | DEN          | Federal Express Corporation                             |          0
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |        371
 Gunnison, CO              | Colorado   | GUC          | Trans States Airlines                                   |        245
 Hayden, CO                | Colorado   | HDN          | Trans States Airlines                                   |        344
 Colorado Springs, CO      | Colorado   | COS          | Allegiant Air                                           |       1257
 Colorado Springs, CO      | Colorado   | COS          | Allegiant Air                                           |       1268
 Grand Junction, CO        | Colorado   | GJT          | Allegiant Air                                           |       1267
 Denver, CO                | Colorado   | DEN          | Via Airlines d/b/a Charter Air Transport                |        344
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        356
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        651
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        409
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        549
 Grand Junction, CO        | Colorado   | GJT          | SkyWest Airlines Inc.                                   |        486
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1254
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1266
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1056
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1296
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       1275
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        444
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        690
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        667
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1358
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1248
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1089
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1073
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1332
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1178
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1691
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1359
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       1366
 Denver, CO                | Colorado   | DEN          | Federal Express Corporation                             |          0
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |        403
 Denver, CO                | Colorado   | DEN          | Great Lakes Airlines                                    |         13
 Telluride, CO             | Colorado   | TEX          | Great Lakes Airlines                                    |         11
 Cortez, CO                | Colorado   | CEZ          | Boutique Air                                            |         77
 Denver, CO                | Colorado   | DEN          | Delta Air Lines Inc.                                    |       1341
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1180
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1532
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1609
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1689
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1761
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1619
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1806
 Colorado Springs, CO      | Colorado   | COS          | Frontier Airlines Inc.                                  |       1388
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |        503
 Denver, CO                | Colorado   | DEN          | JetBlue Airways                                         |       1704
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |        776
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        528
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1716
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1426
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1878
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1498
 Denver, CO                | Colorado   | DEN          | Allegiant Air                                           |       1776
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        762
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1495
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1903
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1926
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1870
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1836
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1772
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       1855
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       2180
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       1820
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       1849
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2007
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2082
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       2602
 Colorado Springs, CO      | Colorado   | COS          | SkyWest Airlines Inc.                                   |       1007
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2231
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       2455
 Denver, CO                | Colorado   | DEN          | Federal Express Corporation                             |          0
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |        637
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |        565
 Colorado Springs, CO      | Colorado   | COS          | Horizon Air                                             |       1004
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        605
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2324
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       2728
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       2234
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       2227
 Grand Junction, CO        | Colorado   | GJT          | Federal Express Corporation                             |          0
 Grand Junction, CO        | Colorado   | GJT          | Federal Express Corporation                             |          0
 Cortez, CO                | Colorado   | CEZ          | Boutique Air                                            |        117
 Denver, CO                | Colorado   | DEN          | Delta Air Lines Inc.                                    |       3355
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1129
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1048
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2665
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3223
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2875
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2193
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       2123
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       2319
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       2891
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |        679
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        918
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1058
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        888
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2741
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2115
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2160
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3066
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2620
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2097
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1747
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2494
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       2922
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1052
 Colorado Springs, CO      | Colorado   | COS          | Trans States Airlines                                   |        801
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |        769
 Denver, CO                | Colorado   | DEN          | United Parcel Service                                   |          0
 Denver, CO                | Colorado   | DEN          | United Parcel Service                                   |          0
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        799
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1235
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2272
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2077
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3116
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2211
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2274
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2356
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       4382
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1203
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1222
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1232
 Colorado Springs, CO      | Colorado   | COS          | Frontier Airlines Inc.                                  |       2198
 Denver, CO                | Colorado   | DEN          | Federal Express Corporation                             |          0
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |        642
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1219
 Aspen, CO                 | Colorado   | ASE          | SkyWest Airlines Inc.                                   |        893
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1343
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        727
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2533
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2539
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1873
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2451
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2357
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2185
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2786
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2694
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2630
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       3315
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       3185
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1220
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1345
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        987
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2821
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3082
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2389
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2839
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2401
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3102
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3465
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       2247
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       1683
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       2102
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       3148
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1354
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1332
 Hayden, CO                | Colorado   | HDN          | GoJet Airlines LLC d/b/a United Express                 |       1184
 Aspen, CO                 | Colorado   | ASE          | SkyWest Airlines Inc.                                   |        696
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2543
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3055
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2489
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       1559
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       6174
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       3714
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       3766
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1430
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       3366
 Colorado Springs, CO      | Colorado   | COS          | Federal Express Corporation                             |          0
 Hayden, CO                | Colorado   | HDN          | Federal Express Corporation                             |          0
 Denver, CO                | Colorado   | DEN          | United Parcel Service                                   |          0
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1245
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1602
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1484
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1087
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1653
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1379
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1578
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3729
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2485
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       3760
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       2970
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |       1046
 Montrose/Delta, CO        | Colorado   | MTJ          | ExpressJet Airlines Inc.                                |        916
 Denver, CO                | Colorado   | DEN          | Delta Air Lines Inc.                                    |       2380
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1462
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |        925
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3576
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3070
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3383
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3898
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2282
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3552
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3711
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3779
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       3238
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1289
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       3723
 Colorado Springs, CO      | Colorado   | COS          | ExpressJet Airlines Inc.                                |        962
 Denver, CO                | Colorado   | DEN          | Boutique Air                                            |        176
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1698
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3610
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3660
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2745
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2893
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1666
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       3543
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       3589
 Durango, CO               | Colorado   | DRO          | Empire Airlines Inc.                                    |          0
 Aspen, CO                 | Colorado   | ASE          | SkyWest Airlines Inc.                                   |       1369
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1537
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1538
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1409
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1036
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2976
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       3362
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       3680
 Colorado Springs, CO      | Colorado   | COS          | Frontier Airlines Inc.                                  |       3208
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       3677
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       3388
 Durango, CO               | Colorado   | DRO          | Federal Express Corporation                             |          0
 Denver, CO                | Colorado   | DEN          | Sun Country Airlines d/b/a MN Airlines                  |       2861
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |       1231
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |       1208
 Montrose/Delta, CO        | Colorado   | MTJ          | Trans States Airlines                                   |        880
 Alamosa, CO               | Colorado   | ALS          | Boutique Air                                            |         93
 Cortez, CO                | Colorado   | CEZ          | Boutique Air                                            |        193
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1906
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1722
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1860
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1016
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1387
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1997
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       4385
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3896
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3647
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       2703
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       4551
 Colorado Springs, CO      | Colorado   | COS          | Republic Airlines                                       |       1667
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1616
 Denver, CO                | Colorado   | DEN          | Federal Express Corporation                             |          0
 Denver, CO                | Colorado   | DEN          | American Airlines Inc.                                  |       2610
 Denver, CO                | Colorado   | DEN          | American Airlines Inc.                                  |       3163
 Eagle, CO                 | Colorado   | EGE          | American Airlines Inc.                                  |       2489
 Denver, CO                | Colorado   | DEN          | Delta Air Lines Inc.                                    |       4451
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1686
 Colorado Springs, CO      | Colorado   | COS          | SkyWest Airlines Inc.                                   |       1880
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1111
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       4488
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       4400
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       3949
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       3838
 Denver, CO                | Colorado   | DEN          | Spirit Air Lines                                        |       4466
 Denver, CO                | Colorado   | DEN          | Spirit Air Lines                                        |       5775
 Montrose/Delta, CO        | Colorado   | MTJ          | Mesa Airlines Inc.                                      |       1648
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |       1038
 Colorado Springs, CO      | Colorado   | COS          | ExpressJet Airlines Inc.                                |       1158
 Denver, CO                | Colorado   | DEN          | American Airlines Inc.                                  |       3826
 Denver, CO                | Colorado   | DEN          | American Airlines Inc.                                  |       4379
 Aspen, CO                 | Colorado   | ASE          | SkyWest Airlines Inc.                                   |       1193
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1346
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       4615
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       4558
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       9532
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3446
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       5596
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       3896
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       4516
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4719
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4577
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4100
 Denver, CO                | Colorado   | DEN          | Spirit Air Lines                                        |       4442
 Denver, CO                | Colorado   | DEN          | Spirit Air Lines                                        |       4446
 Denver, CO                | Colorado   | DEN          | Spirit Air Lines                                        |       4242
 Montrose/Delta, CO        | Colorado   | MTJ          | Mesa Airlines Inc.                                      |       1099
 Denver, CO                | Colorado   | DEN          | Alaska Airlines Inc.                                    |       4548
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |       1155
 Denver, CO                | Colorado   | DEN          | American Airlines Inc.                                  |       4970
 Colorado Springs, CO      | Colorado   | COS          | Delta Air Lines Inc.                                    |       4155
 Denver, CO                | Colorado   | DEN          | GoJet Airlines LLC d/b/a United Express                 |       1101
 Eagle, CO                 | Colorado   | EGE          | GoJet Airlines LLC d/b/a United Express                 |       1074
 Colorado Springs, CO      | Colorado   | COS          | SkyWest Airlines Inc.                                   |       1822
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1409
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       2140
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1635
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1231
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       9692
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       4156
 Denver, CO                | Colorado   | DEN          | Southwest Airlines Co.                                  |       4468
 Denver, CO                | Colorado   | DEN          | Republic Airlines                                       |       1973
 Colorado Springs, CO      | Colorado   | COS          | Frontier Airlines Inc.                                  |       4166
 Colorado Springs, CO      | Colorado   | COS          | Frontier Airlines Inc.                                  |       3970
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4906
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4042
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       5791
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       6024
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4238
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4019
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4253
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       5830
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       5262
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       6427
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4884
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       5282
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       5107
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       6484
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4952
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4247
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4881
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       5035
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       6608
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       6379
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       5959
 Denver, CO                | Colorado   | DEN          | Frontier Airlines Inc.                                  |       4193
 Denver, CO                | Colorado   | DEN          | Spirit Air Lines                                        |       4029
 Denver, CO                | Colorado   | DEN          | Spirit Air Lines                                        |       3682
 Denver, CO                | Colorado   | DEN          | Spirit Air Lines                                        |       4741
 Denver, CO                | Colorado   | DEN          | Alaska Airlines Inc.                                    |       4766
 Denver, CO                | Colorado   | DEN          | Trans States Airlines                                   |       1222
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1922
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1379
 Denver, CO                | Colorado   | DEN          | SkyWest Airlines Inc.                                   |       1809
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       3211
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       4354
 Denver, CO                | Colorado   | DEN          | United Air Lines Inc.                                   |       4866
