 total_passengers 
------------------
          2772143
(1 row)

         city_name         | state_name | airport_code |                      airline_name                       | passengers 
 Orlando, FL                  | FL           | Denver, CO                | United Air Lines Inc.                                   |       7447
 Portland, OR                 | OR           | Denver, CO                | United Air Lines Inc.                                   |       7755
 Newark, NJ                   | NJ           | Denver, CO                | Southwest Airlines Co.                                  |       6315
 Houston, TX                  | TX           | Colorado Springs, CO      | ExpressJet Airlines Inc.                                |       2193
 Chicago, IL                  | IL           | Aspen, CO                 | SkyWest Airlines Inc.                                   |       2878
 Anchorage, AK                | AK           | Denver, CO                | United Air Lines Inc.                                   |       5427
 Oakland, CA                  | CA           | Denver, CO                | Southwest Airlines Co.                                  |       7861
 Pierre, SD                   | SD           | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |       1858
 Salt Lake City, UT           | UT           | Denver, CO                | SkyWest Airlines Inc.                                   |       1912
 Sacramento, CA               | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |       3307
 Washington, DC               | VA           | Denver, CO                | Southwest Airlines Co.                                  |       6809
 Salina, KS                   | KS           | Denver, CO                | Great Lakes Airlines                                    |        758
 Hays, KS                     | KS           | Denver, CO                | SkyWest Airlines Inc.                                   |        787
 San Diego, CA                | CA           | Denver, CO                | United Air Lines Inc.                                   |       7769
 Nashville, TN                | TN           | Denver, CO                | Southwest Airlines Co.                                  |       8402
 Tulsa, OK                    | OK           | Denver, CO                | Southwest Airlines Co.                                  |       6899
 Dickinson, ND                | ND           | Denver, CO                | Trans States Airlines                                   |       1671
 Alliance, NE                 | NE           | Denver, CO                | Boutique Air                                            |        348
 Chadron, NE                  | NE           | Denver, CO                | Boutique Air                                            |        321
 McCook, NE                   | NE           | Denver, CO                | Boutique Air                                            |        242
 Vernal, UT                   | UT           | Denver, CO                | Boutique Air                                            |        356
 Laramie, WY                  | WY           | Denver, CO                | SkyWest Airlines Inc.                                   |       1249
 Little Rock, AR              | AR           | Denver, CO                | SkyWest Airlines Inc.                                   |       2314
 Amarillo, TX                 | TX           | Denver, CO                | Trans States Airlines                                   |       2218
 Houston, TX                  | TX           | Denver, CO                | United Air Lines Inc.                                   |       8865
 Atlanta, GA                  | GA           | Denver, CO                | Southwest Airlines Co.                                  |       7356
 Phoenix, AZ                  | AZ           | Denver, CO                | Frontier Airlines Inc.                                  |       7396
 Minot, ND                    | ND           | Denver, CO                | SkyWest Airlines Inc.                                   |       1836
 Los Angeles, CA              | CA           | Denver, CO                | United Air Lines Inc.                                   |       8408
 Reno, NV                     | NV           | Denver, CO                | United Air Lines Inc.                                   |       7154
 Raleigh/Durham, NC           | NC           | Denver, CO                | Southwest Airlines Co.                                  |       7434
 Atlanta, GA                  | GA           | Denver, CO                | Delta Air Lines Inc.                                    |      10174
 Gillette, WY                 | WY           | Denver, CO                | SkyWest Airlines Inc.                                   |       2138
 Chicago, IL                  | IL           | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |       2455
 Rock Springs, WY             | WY           | Denver, CO                | SkyWest Airlines Inc.                                   |       1440
 Salt Lake City, UT           | UT           | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |       2470
 Bozeman, MT                  | MT           | Denver, CO                | United Air Lines Inc.                                   |       6757
 Las Vegas, NV                | NV           | Denver, CO                | United Air Lines Inc.                                   |       9127
 New Orleans, LA              | LA           | Denver, CO                | Southwest Airlines Co.                                  |       7596
 Santa Ana, CA                | CA           | Denver, CO                | Frontier Airlines Inc.                                  |       9464
 Lubbock, TX                  | TX           | Denver, CO                | Trans States Airlines                                   |       2259
 Missoula, MT                 | MT           | Denver, CO                | Trans States Airlines                                   |       2414
 Moab, UT                     | UT           | Denver, CO                | Boutique Air                                            |        264
 Minneapolis, MN              | MN           | Denver, CO                | Frontier Airlines Inc.                                  |       7902
 Casper, WY                   | WY           | Denver, CO                | Trans States Airlines                                   |       2116
 Boston, MA                   | MA           | Denver, CO                | JetBlue Airways                                         |       7738
 Salt Lake City, UT           | UT           | Denver, CO                | Delta Air Lines Inc.                                    |       5631
 Kansas City, MO              | MO           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       3687
 Los Angeles, CA              | CA           | Aspen, CO                 | SkyWest Airlines Inc.                                   |       2578
 Salt Lake City, UT           | UT           | Denver, CO                | SkyWest Airlines Inc.                                   |       3746
 Las Vegas, NV                | NV           | Denver, CO                | United Air Lines Inc.                                   |       8272
 Philadelphia, PA             | PA           | Denver, CO                | American Airlines Inc.                                  |       8000
 Pasco/Kennewick/Richland, WA | WA           | Denver, CO                | SkyWest Airlines Inc.                                   |       2554
 St. George, UT               | UT           | Denver, CO                | SkyWest Airlines Inc.                                   |       2615
 Billings, MT                 | MT           | Denver, CO                | United Air Lines Inc.                                   |       5383
 Chicago, IL                  | IL           | Denver, CO                | United Air Lines Inc.                                   |       9954
 Cincinnati, OH               | KY           | Denver, CO                | Frontier Airlines Inc.                                  |       9470
 Houston, TX                  | TX           | Denver, CO                | Frontier Airlines Inc.                                  |      12625
 Los Angeles, CA              | CA           | Denver, CO                | Frontier Airlines Inc.                                  |       9957
 Chicago, IL                  | IL           | Denver, CO                | Spirit Air Lines                                        |       9995
 Williston, ND                | ND           | Denver, CO                | Trans States Airlines                                   |       2374
 Miami, FL                    | FL           | Denver, CO                | American Airlines Inc.                                  |       7971
 Phoenix, AZ                  | AZ           | Denver, CO                | American Airlines Inc.                                  |       8619
 El Paso, TX                  | TX           | Denver, CO                | SkyWest Airlines Inc.                                   |       2410
 Phoenix, AZ                  | AZ           | Durango, CO               | SkyWest Airlines Inc.                                   |       3310
 Phoenix, AZ                  | AZ           | Grand Junction, CO        | SkyWest Airlines Inc.                                   |       3196
 Boston, MA                   | MA           | Denver, CO                | United Air Lines Inc.                                   |      10011
 Las Vegas, NV                | NV           | Denver, CO                | Frontier Airlines Inc.                                  |       9769
 Orlando, FL                  | FL           | Denver, CO                | Frontier Airlines Inc.                                  |      13187
 San Francisco, CA            | CA           | Denver, CO                | Frontier Airlines Inc.                                  |      10251
 Las Vegas, NV                | NV           | Denver, CO                | Spirit Air Lines                                        |       9627
 Santa Fe, NM                 | NM           | Denver, CO                | Trans States Airlines                                   |       2625
 Columbus, OH                 | OH           | Denver, CO                | Southwest Airlines Co.                                  |       8200
 St. Louis, MO                | MO           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       3905
 Boston, MA                   | MA           | Denver, CO                | Southwest Airlines Co.                                  |       8179
 Casper, WY                   | WY           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       3257
 Tampa, FL                    | FL           | Denver, CO                | Southwest Airlines Co.                                  |      10585
 New York, NY                 | NY           | Denver, CO                | United Air Lines Inc.                                   |      10685
 Great Falls, MT              | MT           | Denver, CO                | SkyWest Airlines Inc.                                   |       2393
 Portland, OR                 | OR           | Denver, CO                | United Air Lines Inc.                                   |       7912
 Houston, TX                  | TX           | Denver, CO                | United Air Lines Inc.                                   |      10280
 Phoenix, AZ                  | AZ           | Denver, CO                | Southwest Airlines Co.                                  |      10749
 San Francisco, CA            | CA           | Denver, CO                | United Air Lines Inc.                                   |       9050
 Bismarck/Mandan, ND          | ND           | Denver, CO                | Trans States Airlines                                   |       2544
 Houston, TX                  | TX           | Denver, CO                | Southwest Airlines Co.                                  |       9909
 San Diego, CA                | CA           | Denver, CO                | Southwest Airlines Co.                                  |      11877
 Oklahoma City, OK            | OK           | Denver, CO                | Southwest Airlines Co.                                  |       8844
 Salt Lake City, UT           | UT           | Denver, CO                | Republic Airlines                                       |       4391
 Rapid City, SD               | SD           | Denver, CO                | Trans States Airlines                                   |       2700
 San Antonio, TX              | TX           | Denver, CO                | Southwest Airlines Co.                                  |      10296
 Fargo, ND                    | ND           | Denver, CO                | SkyWest Airlines Inc.                                   |       2362
 Portland, OR                 | OR           | Denver, CO                | Southwest Airlines Co.                                  |      10611
 Milwaukee, WI                | WI           | Denver, CO                | Southwest Airlines Co.                                  |      10537
 Albuquerque, NM              | NM           | Denver, CO                | Southwest Airlines Co.                                  |      10387
 Seattle, WA                  | WA           | Denver, CO                | Alaska Airlines Inc.                                    |      12319
 Santa Ana, CA                | CA           | Denver, CO                | United Air Lines Inc.                                   |      11062
 Washington, DC               | VA           | Denver, CO                | Frontier Airlines Inc.                                  |      13523
 New York, NY                 | NY           | Denver, CO                | United Air Lines Inc.                                   |      12628
 San Francisco, CA            | CA           | Denver, CO                | United Air Lines Inc.                                   |      12784
 Chicago, IL                  | IL           | Denver, CO                | American Airlines Inc.                                  |       9842
 Los Angeles, CA              | CA           | Denver, CO                | United Air Lines Inc.                                   |      13890
 Washington, DC               | VA           | Denver, CO                | United Air Lines Inc.                                   |      13876
 Burbank, CA                  | CA           | Denver, CO                | Southwest Airlines Co.                                  |      10876
 New York, NY                 | NY           | Denver, CO                | Southwest Airlines Co.                                  |      10491
 Omaha, NE                    | NE           | Denver, CO                | Southwest Airlines Co.                                  |      10802
 Atlanta, GA                  | GA           | Denver, CO                | Southwest Airlines Co.                                  |      14138
 Salt Lake City, UT           | UT           | Denver, CO                | SkyWest Airlines Inc.                                   |       5933
 Salt Lake City, UT           | UT           | Grand Junction, CO        | SkyWest Airlines Inc.                                   |       3801
 Orlando, FL                  | FL           | Denver, CO                | Southwest Airlines Co.                                  |      11793
 San Francisco, CA            | CA           | Denver, CO                | Virgin America                                          |      11057
 Nashville, TN                | TN           | Denver, CO                | Southwest Airlines Co.                                  |      11708
 Idaho Falls, ID              | ID           | Denver, CO                | SkyWest Airlines Inc.                                   |       3407
 San Jose, CA                 | CA           | Denver, CO                | Southwest Airlines Co.                                  |      11541
 Dallas/Fort Worth, TX        | TX           | Grand Junction, CO        | Envoy Air                                               |       5376
 Los Angeles, CA              | CA           | Denver, CO                | American Airlines Inc.                                  |       9969
 Dallas/Fort Worth, TX        | TX           | Durango, CO               | Mesa Airlines Inc.                                      |       5630
 Oakland, CA                  | CA           | Denver, CO                | Southwest Airlines Co.                                  |      11998
 Seattle, WA                  | WA           | Denver, CO                | United Air Lines Inc.                                   |      13073
 Chicago, IL                  | IL           | Denver, CO                | American Airlines Inc.                                  |      13418
 Seattle, WA                  | WA           | Denver, CO                | Southwest Airlines Co.                                  |      12588
 Houston, TX                  | TX           | Denver, CO                | Southwest Airlines Co.                                  |      15853
 Seattle, WA                  | WA           | Denver, CO                | SkyWest Airlines Inc.                                   |       7063
 Newark, NJ                   | NJ           | Denver, CO                | United Air Lines Inc.                                   |      15891
 Fresno, CA                   | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |       4373
 St. Louis, MO                | MO           | Denver, CO                | Southwest Airlines Co.                                  |      13754
 Indianapolis, IN             | IN           | Denver, CO                | Southwest Airlines Co.                                  |      13816
 San Diego, CA                | CA           | Denver, CO                | Southwest Airlines Co.                                  |      13849
 Austin, TX                   | TX           | Denver, CO                | Southwest Airlines Co.                                  |      14803
 Chicago, IL                  | IL           | Denver, CO                | Southwest Airlines Co.                                  |      15001
 San Francisco, CA            | CA           | Denver, CO                | United Air Lines Inc.                                   |      15815
 Sacramento, CA               | CA           | Denver, CO                | Southwest Airlines Co.                                  |      15625
 Dallas/Fort Worth, TX        | TX           | Colorado Springs, CO      | American Airlines Inc.                                  |      14678
 San Francisco, CA            | CA           | Denver, CO                | Southwest Airlines Co.                                  |      16528
 Baltimore, MD                | MD           | Denver, CO                | Southwest Airlines Co.                                  |      19734
 Houston, TX                  | TX           | Denver, CO                | United Air Lines Inc.                                   |      18031
 Minneapolis, MN              | MN           | Denver, CO                | Southwest Airlines Co.                                  |      17356
 Washington, DC               | VA           | Denver, CO                | United Air Lines Inc.                                   |      21180
 Los Angeles, CA              | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |       9952
 Santa Ana, CA                | CA           | Denver, CO                | Southwest Airlines Co.                                  |      18540
 Atlanta, GA                  | GA           | Denver, CO                | Delta Air Lines Inc.                                    |      21790
 Minneapolis, MN              | MN           | Denver, CO                | Delta Air Lines Inc.                                    |      22892
 Chicago, IL                  | IL           | Denver, CO                | Southwest Airlines Co.                                  |      24270
 Salt Lake City, UT           | UT           | Denver, CO                | Southwest Airlines Co.                                  |      20414
 Dallas, TX                   | TX           | Denver, CO                | Southwest Airlines Co.                                  |      21532
 Los Angeles, CA              | CA           | Denver, CO                | Southwest Airlines Co.                                  |      23055
 Kansas City, MO              | MO           | Denver, CO                | Southwest Airlines Co.                                  |      24267
 Charlotte, NC                | NC           | Denver, CO                | American Airlines Inc.                                  |      30654
 Phoenix, AZ                  | AZ           | Denver, CO                | Southwest Airlines Co.                                  |      27878
 Las Vegas, NV                | NV           | Denver, CO                | Southwest Airlines Co.                                  |      28061
 Chicago, IL                  | IL           | Denver, CO                | United Air Lines Inc.                                   |      33287
 Dallas/Fort Worth, TX        | TX           | Denver, CO                | American Airlines Inc.                                  |      43885
(921 rows)

        origin_city        | origin_state |                      airline_name                       | distance 
---------------------------+--------------+---------------------------------------------------------+----------
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1199
 Denver, CO                | CO           | GoJet Airlines LLC d/b/a United Express                 |     1199
 Denver, CO                | CO           | Ameristar Air Cargo                                     |     1199
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1199
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1199
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1199
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1199
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1199
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1199
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1199
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1199
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1199
 Denver, CO                | CO           | Republic Airlines                                       |     1199
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1199
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1199
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1199
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1199
 Denver, CO                | CO           | Republic Airlines                                       |     1199
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1199
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1199
 Colorado Springs, CO      | CO           | Delta Air Lines Inc.                                    |     1184
 Colorado Springs, CO      | CO           | Delta Air Lines Inc.                                    |     1184
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1179
 Denver, CO                | CO           | Jet Aviation Flight Services, Inc.                      |     1166
 Denver, CO                | CO           | Trans States Airlines                                   |     1162
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1162
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1162
 Denver, CO                | CO           | GoJet Airlines LLC d/b/a United Express                 |     1162
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1154
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1154
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1154
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1154
 Denver, CO                | CO           | Republic Airlines                                       |     1154
 Denver, CO                | CO           | Republic Airlines                                       |     1154
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1154
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1154
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1123
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1123
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1123
 Denver, CO                | CO           | Spirit Air Lines                                        |     1123
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1123
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1123
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1123
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1123
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1123
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1123
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1123
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1123
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1123
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1123
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1123
 Grand Junction, CO        | CO           | SkyWest Airlines Inc.                                   |     1100
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1085
 Denver, CO                | CO           | GoJet Airlines LLC d/b/a United Express                 |     1085
 Denver, CO                | CO           | Republic Airlines                                       |     1083
 Denver, CO                | CO           | Republic Airlines                                       |     1083
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1083
 Montrose/Delta, CO        | CO           | GoJet Airlines LLC d/b/a United Express                 |     1081
 Montrose/Delta, CO        | CO           | Envoy Air                                               |     1081
 Pueblo, CO                | CO           | USA Jet Airlines Inc.                                   |     1070
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1069
 Denver, CO                | CO           | Southern Air Inc.                                       |     1069
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1069
 Denver, CO                | CO           | Endeavor Air Inc.                                       |     1069
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1069
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1069
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1069
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1069
 Denver, CO                | CO           | Allegiant Air                                           |     1069
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1069
 Denver, CO                | CO           | GoJet Airlines LLC d/b/a United Express                 |     1069
 Colorado Springs, CO      | CO           | SkyWest Airlines Inc.                                   |     1068
 Colorado Springs, CO      | CO           | Horizon Air                                             |     1068
 Colorado Springs, CO      | CO           | Alaska Airlines Inc.                                    |     1068
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1062
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1062
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1062
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1062
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1062
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1062
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1062
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1062
 Denver, CO                | CO           | Republic Airlines                                       |     1062
 Grand Junction, CO        | CO           | Federal Express Corporation                             |     1061
 Grand Junction, CO        | CO           | Federal Express Corporation                             |     1061
 Denver, CO                | CO           | Swift Air, LLC                                          |     1049
 Denver, CO                | CO           | Trans States Airlines                                   |     1048
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1040
 Denver, CO                | CO           | Republic Airlines                                       |     1024
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1024
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |     1024
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1024
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1024
 Denver, CO                | CO           | Alaska Airlines Inc.                                    |     1024
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1024
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1024
 Denver, CO                | CO           | Trans States Airlines                                   |     1024
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1024
 Denver, CO                | CO           | GoJet Airlines LLC d/b/a United Express                 |     1024
 Denver, CO                | CO           | United Parcel Service                                   |     1024
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1024
 Denver, CO                | CO           | United Parcel Service                                   |     1024
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1024
 Denver, CO                | CO           | United Parcel Service                                   |     1024
 Denver, CO                | CO           | United Parcel Service                                   |     1024
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1024
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1024
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1024
 Denver, CO                | CO           | Alaska Airlines Inc.                                    |     1024
 Denver, CO                | CO           | Alaska Airlines Inc.                                    |     1024
 Denver, CO                | CO           | Republic Airlines                                       |     1024
 Denver, CO                | CO           | Alaska Airlines Inc.                                    |     1024
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1024
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1024
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1015
 Denver, CO                | CO           | GoJet Airlines LLC d/b/a United Express                 |     1015
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1015
 Denver, CO                | CO           | Trans States Airlines                                   |     1015
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1015
 Denver, CO                | CO           | United Air Lines Inc.                                   |     1015
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1015
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1014
 Denver, CO                | CO           | Republic Airlines                                       |     1014
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1014
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |     1014
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1014
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1014
 Denver, CO                | CO           | Southwest Airlines Co.                                  |     1014
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |     1014
 Aspen, CO                 | CO           | SkyWest Airlines Inc.                                   |     1013
 Denver, CO                | CO           | United Air Lines Inc.                                   |      996
 Denver, CO                | CO           | United Air Lines Inc.                                   |      996
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      996
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      996
 Denver, CO                | CO           | United Air Lines Inc.                                   |      996
 Denver, CO                | CO           | United Air Lines Inc.                                   |      996
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |      991
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      991
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      991
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      991
 Denver, CO                | CO           | United Air Lines Inc.                                   |      991
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      991
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |      991
 Denver, CO                | CO           | United Air Lines Inc.                                   |      991
 Denver, CO                | CO           | United Air Lines Inc.                                   |      991
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |      991
 Denver, CO                | CO           | United Air Lines Inc.                                   |      991
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      977
 Denver, CO                | CO           | United Air Lines Inc.                                   |      977
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |      977
 Denver, CO                | CO           | Federal Express Corporation                             |      977
 Denver, CO                | CO           | Republic Airlines                                       |      977
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      977
 Denver, CO                | CO           | United Air Lines Inc.                                   |      977
 Denver, CO                | CO           | Federal Express Corporation                             |      977
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |      977
 Denver, CO                | CO           | GoJet Airlines LLC d/b/a United Express                 |      977
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |      977
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      977
 Denver, CO                | CO           | United Air Lines Inc.                                   |      977
 Denver, CO                | CO           | United Air Lines Inc.                                   |      977
 Denver, CO                | CO           | United Air Lines Inc.                                   |      967
 Denver, CO                | CO           | United Air Lines Inc.                                   |      967
 Denver, CO                | CO           | Frontier Airlines Inc.                                  |      967
 Denver, CO                | CO           | Delta Air Lines Inc.                                    |      967
 Denver, CO                | CO           | United Air Lines Inc.                                   |      967
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      967
 Denver, CO                | CO           | United Air Lines Inc.                                   |      967
 Denver, CO                | CO           | Virgin America                                          |      967
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      967
 Denver, CO                | CO           | United Air Lines Inc.                                   |      967
 Denver, CO                | CO           | American Airlines Inc.                                  |      967
 Denver, CO                | CO           | United Air Lines Inc.                                   |      967
 Denver, CO                | CO           | United Air Lines Inc.                                   |      967
 Denver, CO                | CO           | United Air Lines Inc.                                   |      967
 Denver, CO                | CO           | Virgin America                                          |      967
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      967
 Colorado Springs, CO      | CO           | Frontier Airlines Inc.                                  |      964
 Denver, CO                | CO           | United Air Lines Inc.                                   |      964
 Denver, CO                | CO           | United Air Lines Inc.                                   |      964
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      964
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      964
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      964
 Denver, CO                | CO           | Federal Express Corporation                             |      957
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      957
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      957
 Denver, CO                | CO           | Federal Express Corporation                             |      957
 Colorado Springs, CO      | CO           | Miami Air International                                 |      954
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      948
 Denver, CO                | CO           | United Air Lines Inc.                                   |      948
 Denver, CO                | CO           | United Air Lines Inc.                                   |      948
 Denver, CO                | CO           | United Air Lines Inc.                                   |      948
 Denver, CO                | CO           | United Air Lines Inc.                                   |      948
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      948
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      948
 Denver, CO                | CO           | Southwest Airlines Co.                                  |      948
 Colorado Springs, CO      | CO           | Southwest Airlines Co.                                  |      943
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      931
 Montrose/Delta, CO        | CO           | ExpressJet Airlines Inc.                                |      927
 Aspen, CO                 | CO           | Jet Aviation Flight Services, Inc.                      |      919
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      916
 Denver, CO                | CO           | SkyWest Airlines Inc.                                   |      916
 Denver, CO                | CO           | United Air Lines Inc.                                   |      916
 Denver, CO                | CO           | United Air Lines Inc.                                   |      916
 Aspen, CO                 | CO           | SkyWest Airlines Inc.                                   |      913
 Colorado Springs, CO      | CO           | Frontier Airlines Inc.                                  |      911
 Colorado Springs, CO      | CO           | ExpressJet Airlines Inc.                                |      911
 Colorado Springs, CO      | CO           | SkyWest Airlines Inc.                                   |      911
