year,month,class,passengers ,freight ,mail,ramp_to_ramp,air_time,origin_airport_id,destination_airport_id,flight_id,unique_carrier_entity,departures_scheduled,departures_performed
2017,6,F,333,0,0,387,329,10800,11292,415,0A875,3,3
2017,6,F,368,133,0,680,635,10821,11292,416,0A875,3,3
2017,6,F,446,130,0,627,544,11057,11292,417,0A875,3,3
2017,6,F,358,472,5334,528,440,11292,10397,418,0A875,3,3
2017,6,F,346,568,3821,653,547,11292,11618,419,0A875,3,3
2017,6,F,462,0,4386,278,216,11292,13198,420,0A875,3,3
2017,6,F,331,0,0,366,305,11292,14262,421,0A875,3,3
2017,6,F,471,64,0,276,219,13851,11292,422,0A875,3,3
2017,6,F,346,1505,0,454,374,13930,11292,423,0A875,3,3
2017,6,F,379,34,0,355,305,14262,11292,424,0A875,3,3
2017,6,F,482,20,0,658,575,14492,11292,425,0A875,3,3
2017,6,F,336,884,0,236,179,10140,11292,426,6725,3,3
2017,6,F,465,0,0,726,679,10257,11292,427,6725,3,3
2017,6,F,412,119,0,597,502,10397,11292,428,6725,3,3
2017,6,F,394,1352,0,762,716,10529,11292,429,6725,3,3
2017,6,F,513,451,0,576,517,11292,10994,430,6725,3,3
2017,6,F,388,368,0,409,355,11292,12339,431,6725,3,3
2017,6,F,383,0,0,415,364,11292,12954,432,6725,3,3
2017,6,F,400,318,0,275,226,11292,13198,433,6725,3,3
2017,6,F,347,137,0,296,260,11292,13495,434,6725,3,2
2017,6,F,424,107,0,431,388,11292,13495,435,6725,3,3
2017,6,F,391,40,0,258,189,11292,13871,436,6725,3,3
2017,6,F,385,2230,0,407,351,11292,13891,437,6725,3,3
2017,6,F,417,95,0,574,523,11292,13931,438,6725,3,3
2017,6,F,481,0,0,382,323,11292,14683,439,6725,3,3
2017,6,F,417,1828,0,517,461,11292,14747,440,6725,3,3
2017,6,F,330,18,0,432,386,11292,14831,441,6725,3,3
2017,6,F,350,326,0,457,389,11292,14893,442,6725,3,3
2017,6,F,374,559,0,318,274,11292,15376,443,6725,3,3
2017,6,F,395,1105,0,513,463,12339,11292,444,6725,3,3
2017,6,F,380,0,0,389,342,12954,11292,445,6725,3,3
2017,6,F,427,0,0,483,433,13495,11292,446,6725,3,3
2017,6,F,311,397,0,263,212,13871,11292,447,6725,3,3
2017,6,F,400,833,0,375,333,13891,11292,448,6725,3,3
2017,6,F,508,0,0,672,630,13931,11292,449,6725,3,3
2017,6,F,203,0,0,246,169,10140,11292,450,6003,3,3
2017,6,F,144,0,0,524,455,10599,11292,451,6003,3,3
2017,6,F,200,0,0,578,523,11042,11292,452,6003,3,3
2017,6,F,193,0,0,226,152,11292,10140,453,6003,3,3
2017,6,F,190,0,0,467,375,11292,10693,454,6003,3,3
2017,6,F,169,0,0,318,250,11292,11540,455,6003,3,3
2017,6,F,197,0,0,384,318,11292,13244,456,6003,3,3
2017,6,F,213,0,0,285,216,11292,13851,457,6003,3,3
2017,6,F,122,0,0,329,237,11292,15919,458,6003,3,3
2017,6,F,198,0,0,382,291,11298,11292,459,6003,3,3
2017,6,F,196,0,0,400,273,11423,11292,460,6003,3,3
2017,6,F,200,0,0,420,353,13244,11292,461,6003,3,3
2017,6,F,198,0,0,370,277,13487,11292,462,6003,3,3
2017,6,F,197,0,0,482,425,13495,11292,463,6003,3,3
2017,6,F,206,0,0,293,222,13871,11292,464,6003,3,3
2017,6,F,192,0,0,409,330,14683,11292,465,6003,3,3
2017,6,F,130,0,0,335,272,15919,11292,466,6003,3,3
2017,6,F,425,0,0,364,289,11003,11292,467,6460,3,3
2017,6,F,424,0,0,343,271,11292,11003,468,6460,3,3
2017,6,F,445,0,0,403,344,11292,12339,469,6460,3,3
2017,6,F,517,0,0,527,420,12339,11292,470,6460,3,3
2017,6,F,381,0,0,365,281,13487,11292,471,6460,3,3
2017,6,F,126,0,0,256,204,10620,11292,472,6904,3,3
2017,6,F,100,0,0,287,209,11292,10620,473,6904,3,3
2017,6,F,123,0,0,307,244,11292,14783,474,6904,3,3
2017,6,F,132,0,0,366,306,11292,14814,475,6904,3,3
2017,6,F,141,0,0,350,286,11292,15376,476,6904,3,3
2017,6,F,143,0,0,313,258,13198,11292,477,6904,3,3
2017,6,F,92,0,0,396,342,14814,11292,478,6904,3,3
2017,6,F,139,0,0,341,280,15376,11292,479,6904,3,3
2017,6,F,142,0,0,464,392,13930,11109,480,6085,3,3
2017,6,G,0,70464,0,376,311,13891,11292,481,6910,3,3
2017,6,F,126,0,0,512,363,11921,12892,482,1131,4,4
2017,6,F,169,0,0,452,358,12892,11921,483,1131,4,4
2017,6,F,483,0,0,427,337,11292,11298,484,0A050,4,4
2017,6,F,541,11,0,494,380,11298,11292,485,0A050,4,4
2017,6,F,210,0,0,294,229,10140,11292,486,7041,4,4
2017,6,F,265,0,0,279,210,11292,10140,487,7041,4,4
2017,6,F,255,0,0,489,361,11292,11298,488,7041,4,4
2017,6,F,274,0,0,518,364,11298,11292,489,7041,4,4
2017,6,F,188,0,0,619,516,11292,11884,490,6700,4,4
2017,6,F,260,0,0,530,425,11292,13486,491,6700,4,4
2017,6,F,277,0,0,465,365,11292,13487,492,6700,4,4
2017,6,F,236,0,0,424,332,11292,14783,493,6700,4,4
2017,6,F,164,0,0,427,350,11413,12892,494,6700,4,4
2017,6,F,187,0,0,539,436,11884,11292,495,6700,4,4
2017,6,F,160,0,0,420,344,12892,11413,496,6700,4,4
2017,6,F,191,0,0,458,352,13198,11292,497,6700,4,4
2017,6,F,168,0,0,449,361,13486,11292,498,6700,4,4
2017,6,F,293,0,0,548,414,13487,11292,499,6700,4,4
2017,6,F,144,0,0,409,317,13871,11292,500,6700,4,4
2017,6,F,253,0,0,488,362,14783,11292,501,6700,4,4
2017,6,F,462,153,6943,724,648,10397,11292,502,0A875,4,4
2017,6,F,509,0,0,365,291,10849,11292,503,0A875,4,4
2017,6,F,395,31,0,508,405,11003,11292,504,0A875,4,4
2017,6,F,577,225,1540,720,653,11066,11292,505,0A875,4,4
2017,6,F,540,484,366,756,668,11066,11292,506,0A875,4,4
2017,6,F,438,24,0,670,572,11193,11292,507,0A875,4,4
2017,6,F,555,575,0,443,356,11292,10713,508,0A875,4,4
2017,6,F,623,125,0,356,295,11292,10849,509,0A875,4,4
2017,6,F,571,111,0,730,621,11292,11057,510,0A875,4,4
2017,6,F,588,104,180,645,552,11292,11066,511,0A875,4,4
2017,6,F,503,276,704,613,538,11292,11066,512,0A875,4,4
2017,6,F,479,5,0,606,535,11292,11603,513,0A875,4,4
2017,6,F,545,119,0,473,405,11292,11648,514,0A875,4,4
2017,6,F,638,0,0,1766,1681,11292,12982,515,0A875,4,4
2017,6,F,754,5,0,620,528,11292,13485,516,0A875,4,5
2017,6,F,456,209,2448,597,533,11292,13495,517,0A875,4,4
2017,6,F,615,1272,4337,837,738,11292,14100,518,0A875,4,4
2017,6,F,397,593,2230,772,700,11292,14100,519,0A875,4,4
2017,6,F,497,24,0,541,459,11292,14570,520,0A875,4,4
2017,6,F,668,3711,0,593,484,11292,14771,521,0A875,4,4
2017,6,F,684,5,6610,715,635,11433,11292,522,0A875,4,4
2017,6,F,397,5,0,474,401,11648,11292,523,0A875,4,4
2017,6,F,642,0,0,1593,1526,12982,11292,524,0A875,4,4
2017,6,F,617,112,0,569,461,13485,11292,525,0A875,4,4
2017,6,F,650,19,0,488,408,14570,11292,526,0A875,4,4
2017,6,F,660,1861,0,265,209,10140,11292,527,6725,4,4
2017,6,F,624,0,0,841,768,10994,11292,528,6725,4,4
2017,6,F,506,505,0,479,411,11292,10423,529,6725,4,4
2017,6,F,651,36,0,784,718,11292,13931,530,6725,4,4
2017,6,F,549,0,0,577,466,11292,14679,531,6725,4,4
2017,6,F,553,387,0,473,410,11292,14683,532,6725,4,4
2017,6,F,677,509,0,570,508,11292,14831,533,6725,4,4
2017,6,F,561,165,0,581,510,13342,11292,534,6725,4,4
2017,6,F,543,1591,0,470,391,13487,11292,535,6725,4,4
2017,6,F,542,0,0,936,853,13931,11292,536,6725,4,4
2017,6,F,649,0,0,501,436,14683,11292,537,6725,4,4
2017,6,F,516,8,0,339,237,14869,11292,538,6725,4,4
2017,6,F,551,82,0,426,360,15376,11292,539,6725,4,4
2017,6,F,276,0,0,593,493,11292,12339,540,6003,4,4
2017,6,F,256,0,0,514,422,11292,14683,541,6003,4,4
2017,6,F,242,0,0,446,339,11540,11292,542,6003,4,4
2017,6,F,208,0,0,347,232,14869,11292,543,6003,4,4
2017,6,F,693,0,0,557,460,11292,13342,544,6460,4,4
2017,6,F,561,0,0,558,466,11292,14908,545,6460,4,4
2017,6,F,577,0,0,611,527,13342,11292,546,6460,4,4
2017,6,F,567,0,0,557,434,14908,11292,547,6460,4,4
2017,6,F,505,0,1286,425,353,11292,13487,548,6795,4,4
2017,6,F,185,0,0,344,236,11292,12278,549,6904,4,4
2017,6,F,158,0,0,322,264,12278,11292,550,6904,4,4
2017,6,F,146,0,0,473,401,13502,13930,551,6820,4,3
2017,6,F,211,0,0,680,593,13930,13502,552,6820,4,4
2017,6,G,0,153735,0,581,472,11292,10800,553,6910,4,4
2017,6,G,0,243523,0,596,499,11292,14730,554,6910,4,4
2017,6,G,0,173084,0,320,240,11292,14869,555,6910,4,4
2017,6,G,0,171992,0,283,212,14869,11292,556,6910,4,4
2017,6,F,281,0,0,580,440,11292,11003,557,7041,5,5
2017,6,F,308,0,0,751,609,11292,12339,558,7041,5,5
2017,6,F,328,0,0,741,657,12339,11292,559,7041,5,5
2017,6,F,163,0,0,486,335,10620,11292,560,6700,5,5
2017,6,F,359,0,0,928,791,11292,10397,561,6700,5,5
2017,6,F,180,0,0,438,350,11292,10620,562,6700,5,5
2017,6,F,365,0,0,919,790,11292,11042,563,6700,5,5
2017,6,F,280,0,0,322,225,11292,11413,564,6700,5,5
2017,6,F,314,0,0,615,508,11292,11648,565,6700,5,5
2017,6,F,364,0,0,428,316,11292,12278,566,6700,5,5
2017,6,F,228,0,0,539,407,11292,13198,567,6700,5,5
2017,6,F,299,0,0,723,572,11292,13244,568,6700,5,5
2017,6,F,192,0,0,502,403,11292,13433,569,6700,5,5
2017,6,F,142,0,0,339,263,11292,13871,570,6700,5,4
2017,6,F,197,0,0,791,662,11292,14689,571,6700,5,5
2017,6,F,230,0,0,350,235,11413,11292,572,6700,5,5
2017,6,F,335,0,0,513,404,13198,11292,573,6700,5,5
2017,6,F,357,0,0,741,638,13244,11292,574,6700,5,5
2017,6,F,124,0,0,534,426,14262,11292,575,6700,5,4
2017,6,F,201,0,0,348,235,14869,11292,576,6700,5,4
2017,6,F,738,471,0,540,437,10713,11292,577,0A875,5,5
2017,6,F,852,99,0,1037,907,11057,11292,578,0A875,5,5
2017,6,F,581,62,2205,980,856,11292,10821,579,0A875,5,5
2017,6,F,461,4,0,564,441,11292,11003,580,0A875,5,5
2017,6,F,813,24,0,929,816,11292,11057,581,0A875,5,5
2017,6,F,500,90,0,786,660,11292,11193,582,0A875,5,5
2017,6,F,1483,31037,37,1012,900,11292,11618,583,0A875,5,5
2017,6,F,528,136,0,665,587,11292,11884,584,0A875,5,5
2017,6,F,632,42,0,785,681,11292,13264,585,0A875,5,5
2017,6,F,602,8,0,626,542,11292,13891,586,0A875,5,5
2017,6,F,694,155,0,887,758,11292,14831,587,0A875,5,6
2017,6,F,592,0,7649,721,623,11292,14893,588,0A875,5,5
2017,6,F,490,128,0,552,456,11292,15376,589,0A875,5,5
2017,6,F,823,52,0,1298,1117,11697,11292,590,0A875,5,5
2017,6,F,564,33,0,611,506,11884,11292,591,0A875,5,5
2017,6,F,697,109,4105,497,399,13198,11292,592,0A875,5,5
2017,6,F,804,0,0,502,355,13851,11292,593,0A875,5,5
2017,6,F,656,54,0,626,528,13891,11292,594,0A875,5,5
2017,6,F,699,460,0,707,618,14057,11292,595,0A875,5,5
2017,6,F,605,50,301,755,634,14747,11292,596,0A875,5,5
2017,6,F,613,0,0,717,621,14831,11292,597,0A875,5,5
2017,6,F,619,27,0,551,476,15376,11292,598,0A875,5,5
2017,6,F,619,1612,0,830,736,10693,11292,599,6725,5,5
2017,6,F,633,0,0,689,598,11292,12954,600,6725,5,5
2017,6,F,665,1845,0,530,448,11292,13487,601,6725,5,5
2017,6,F,697,1226,0,578,498,11292,15016,602,6725,5,5
2017,6,F,686,1674,0,700,622,12191,11292,603,6725,5,5
2017,6,F,673,0,0,643,564,12954,11292,604,6725,5,5
2017,6,F,715,139,0,422,350,13851,11292,605,6725,5,5
2017,6,F,821,0,0,987,899,14122,11292,606,6725,5,5
2017,6,F,700,832,0,683,592,15016,11292,607,6725,5,5
2017,6,F,331,0,0,655,545,15016,11292,608,6003,5,5
2017,6,F,877,0,0,606,442,11292,14107,609,6460,5,5
2017,6,F,1091,0,0,533,396,14107,11292,610,6460,5,5
2017,6,F,653,0,1785,581,474,13487,11292,611,6795,5,5
2017,6,F,209,0,0,545,449,11292,11003,612,6904,5,5
2017,6,F,14,0,0,199,133,11233,11292,613,6932,5,5
2017,6,F,13,0,0,202,135,11292,11233,614,6932,5,5
2017,6,F,387,0,0,807,640,11292,13244,615,7041,6,6
2017,6,F,390,0,0,834,598,13487,11292,616,7041,6,6
2017,6,F,349,0,0,994,809,13502,13930,617,7041,6,6
2017,6,F,332,0,0,1074,902,13930,13502,618,7041,6,6
2017,6,F,382,0,0,1229,1019,10397,11292,619,6700,6,6
2017,6,F,421,0,0,1198,1029,11042,11292,620,6700,6,6
2017,6,F,363,0,0,941,740,11109,12892,621,6700,6,6
2017,6,F,412,0,0,1214,1020,11292,11057,622,6700,6,6
2017,6,F,272,0,0,1014,828,11292,13264,623,6700,6,6
2017,6,F,190,0,0,1103,939,11292,13964,624,6700,6,6
2017,6,F,330,0,0,640,515,11423,11292,625,6700,6,6
2017,6,F,329,0,0,751,603,11648,11292,626,6700,6,6
2017,6,F,384,0,0,501,389,12278,11292,627,6700,6,6
2017,6,F,392,0,0,891,716,13244,11292,628,6700,6,6
2017,6,F,325,0,0,601,492,13433,11292,629,6700,6,6
2017,6,F,222,0,0,911,790,13964,11292,630,6700,6,6
2017,6,F,300,0,0,756,642,14489,11292,631,6700,6,6
2017,6,F,248,0,0,928,774,14689,11292,632,6700,6,6
2017,6,F,382,0,0,602,482,15370,11292,633,6700,6,6
2017,6,F,375,0,0,671,544,15376,11292,634,6700,6,6
2017,6,F,937,174,3035,747,618,10423,11292,635,0A875,6,6
2017,6,F,850,86,7332,959,829,11292,11433,636,0A875,6,6
2017,6,F,727,0,0,862,719,11292,11986,637,0A875,6,6
2017,6,F,930,0,310,818,690,11292,12339,638,0A875,6,6
2017,6,F,795,0,6981,540,436,11292,13198,639,0A875,6,6
2017,6,F,780,2,0,813,647,11292,13342,640,0A875,6,6
2017,6,F,811,0,1316,896,781,11292,13495,641,0A875,6,6
2017,6,F,2053,65896,24545,1430,1246,11618,11292,642,0A875,6,6
2017,6,F,954,0,2309,926,822,12339,11292,643,0A875,6,6
2017,6,F,755,34,7586,962,854,12339,11292,644,0A875,6,6
2017,6,F,755,0,0,824,713,13264,11292,645,0A875,6,6
2017,6,F,817,122,0,899,771,13342,11292,646,0A875,6,6
2017,6,F,761,121,7850,1495,1270,14100,11292,647,0A875,6,6
2017,6,F,801,0,0,1336,1240,11292,11697,648,6725,6,6
2017,6,F,1157,391,0,1378,1242,11292,12451,649,6725,6,7
2017,6,F,989,8,0,533,424,11292,13198,650,6725,6,6
2017,6,F,753,889,0,911,798,11292,13796,651,6725,6,6
2017,6,F,994,497,0,505,407,11292,13851,652,6725,6,6
2017,6,F,915,0,0,1249,1138,12451,11292,653,6725,6,6
2017,6,F,885,1786,0,887,717,14771,11292,654,6725,6,6
2017,6,F,1002,1409,0,466,348,14869,11292,655,6725,6,6
2017,6,F,398,0,0,1112,981,10397,11292,656,6003,6,6
2017,6,F,308,0,0,872,738,11292,10397,657,6003,6,5
2017,6,F,400,0,0,808,588,11292,11298,658,6003,6,6
2017,6,F,387,0,0,514,373,11292,13871,659,6003,6,6
2017,6,F,397,0,0,916,771,11292,14730,660,6003,6,6
2017,6,G,0,125368,0,290,215,11109,11921,661,6200,6,6
2017,6,G,0,367675,0,812,659,11292,13244,662,6200,6,6
2017,6,G,0,460413,0,855,652,11292,13244,663,6200,6,6
2017,6,G,0,66319,0,317,227,11921,11109,664,6200,6,6
2017,6,G,0,465747,0,875,716,13244,11292,665,6200,6,6
2017,6,F,251,0,0,538,404,11292,11775,666,6904,6,6
2017,6,F,921,0,0,582,444,11921,12889,667,6035,7,7
2017,6,F,858,0,0,552,408,12889,11921,668,6035,7,7
2017,6,F,453,0,0,1128,960,11292,15412,669,7041,7,7
2017,6,F,450,0,0,1227,1116,15412,11292,670,7041,7,7
2017,6,F,419,0,0,927,779,10423,11292,671,6700,7,7
2017,6,F,448,0,0,1035,831,10561,11292,672,6700,7,7
2017,6,F,503,0,0,1612,1380,11057,11292,673,6700,7,7
2017,6,F,430,0,0,383,257,11292,11921,674,6700,7,7
2017,6,F,489,0,0,1508,1283,11292,14524,675,6700,7,7
2017,6,F,480,0,0,1775,1601,14524,11292,676,6700,7,7
2017,6,F,843,123,0,564,427,10620,11292,677,0A875,7,7
2017,6,F,877,0,0,783,646,10713,11292,678,0A875,7,7
2017,6,F,630,94,0,915,776,10800,11292,679,0A875,7,7
2017,6,F,904,314,5234,599,461,11292,10620,680,0A875,7,7
2017,6,F,862,495,0,733,620,11292,10713,681,0A875,7,7
2017,6,F,701,89,0,967,832,11292,10800,682,0A875,7,7
2017,6,F,869,694,0,666,535,11292,11423,683,0A875,7,7
2017,6,F,802,9,0,1063,950,11292,11603,684,0A875,7,7
2017,6,F,706,34,0,1062,929,11292,11603,685,0A875,7,7
2017,6,F,1153,4,0,903,759,11292,13342,686,0A875,7,7
2017,6,F,772,57,0,623,495,11292,13851,687,0A875,7,7
2017,6,F,761,608,4252,1197,1070,11292,14122,688,0A875,7,7
2017,6,F,780,2692,9568,581,444,11292,14869,689,0A875,7,7
2017,6,F,1034,193,0,682,568,11423,11292,690,0A875,7,7
2017,6,F,938,0,0,971,836,11603,11292,691,0A875,7,7
2017,6,F,895,0,3916,729,577,13198,11292,692,0A875,7,7
2017,6,F,1158,10,0,1085,912,13342,11292,693,0A875,7,7
2017,6,F,1054,327,9567,1632,1460,14100,11292,694,0A875,7,7
2017,6,F,807,51,9150,1340,1210,14122,11292,695,0A875,7,7
2017,6,F,844,1,0,653,535,15370,11292,696,0A875,7,7
2017,6,F,953,688,0,896,769,10423,11292,697,6725,7,7
2017,6,F,1150,3842,0,1276,1165,11042,11292,698,6725,7,7
2017,6,F,1144,1096,0,1470,1315,11292,11618,699,6725,7,7
2017,6,F,944,0,0,1123,1010,11292,14193,700,6725,7,7
2017,6,F,1152,3608,0,1267,1159,11292,14492,701,6725,7,7
2017,6,F,959,0,0,1213,1094,14193,11292,702,6725,7,7
2017,6,F,928,76,0,696,581,15370,11292,703,6725,7,7
2017,6,F,290,0,0,944,759,11003,11292,704,6904,7,7
2017,6,F,298,0,0,387,216,11292,12094,705,6904,7,7
2017,6,F,294,0,0,633,491,11775,11292,706,6904,7,7
2017,6,G,0,433940,3085,1013,825,11292,14730,707,6910,7,7
2017,6,G,0,579794,3949,1132,978,14730,11292,708,6910,7,7
2017,6,F,876,0,0,856,665,11292,14107,709,0A050,8,8
2017,6,F,1007,0,870,826,665,14107,11292,710,0A050,8,8
2017,6,F,523,0,0,1398,1167,11292,11042,711,7041,8,8
2017,6,F,530,0,0,1431,1243,11193,11292,712,6700,8,8
2017,6,F,397,0,0,769,625,11292,15376,713,6700,8,7
2017,6,F,464,0,0,757,579,13851,11292,714,6700,8,8
2017,6,F,972,393,1614,999,854,10423,11292,715,0A875,8,8
2017,6,F,642,24,1027,957,822,11292,10423,716,0A875,8,8
2017,6,F,1038,500,9731,1777,1538,11292,10529,717,0A875,8,8
2017,6,F,1017,1089,9567,1366,1149,11292,11433,718,0A875,8,8
2017,6,F,1240,47,0,1881,1695,11292,11697,719,0A875,8,8
2017,6,F,945,62,0,1696,1542,11292,12953,720,0A875,8,8
2017,6,F,1016,24,0,922,791,11292,13485,721,0A875,8,8
2017,6,F,1072,4189,4546,882,731,11292,13487,722,0A875,8,8
2017,6,F,1323,55,4840,1313,1118,11292,14747,723,0A875,8,8
2017,6,F,922,8,0,740,593,11292,15370,724,0A875,8,8
2017,6,F,812,0,0,1155,1000,11603,11292,725,0A875,8,8
2017,6,F,1170,458,1102,1283,1143,13495,11292,726,0A875,8,8
2017,6,F,1232,305,7313,668,474,14869,11292,727,0A875,8,8
2017,6,F,1209,1918,0,1097,955,11292,11884,728,6725,8,8
2017,6,F,1010,817,0,1123,968,11292,12191,729,6725,8,8
2017,6,F,1105,1092,0,1178,924,11292,12892,730,6725,8,8
2017,6,F,986,1610,0,703,559,11292,13851,731,6725,8,8
2017,6,F,1099,1273,0,899,704,11292,14107,732,6725,8,8
2017,6,F,1062,2813,0,1252,1063,11292,14771,733,6725,8,8
2017,6,F,1048,208,0,843,689,12889,11292,734,6725,8,8
2017,6,F,1056,284,0,849,670,13198,11292,735,6725,8,8
2017,6,F,1313,1163,0,1721,1567,14492,11292,736,6725,8,8
2017,6,F,525,0,0,1361,1096,10693,11292,737,6003,8,8
2017,6,F,917,0,0,1351,1146,11109,14771,738,6460,8,8
2017,6,F,905,0,0,1137,933,14771,11109,739,6460,8,8
2017,6,G,0,147267,0,1240,1011,11292,13796,740,6200,8,8
2017,6,F,371,0,0,508,315,11292,12012,741,6904,8,8
2017,6,F,245,0,0,476,290,12012,11292,742,6904,8,8
2017,6,F,344,0,0,456,248,12094,11292,743,6904,8,8
2017,6,F,1299,0,0,918,702,10466,11109,744,6035,9,9
2017,6,F,1257,0,0,924,696,11109,10466,745,6035,9,9
2017,6,F,1268,0,0,1038,786,11109,12889,746,6035,9,9
2017,6,F,1267,0,0,1092,852,11921,12892,747,6035,9,9
2017,6,F,1272,0,0,942,738,12889,11109,748,6035,9,9
2017,6,F,1184,0,0,1032,804,12892,11921,749,6035,9,9
2017,6,F,308,0,0,1086,942,10643,11292,750,1158,9,9
2017,6,F,344,0,0,930,768,11292,10643,751,1158,9,9
2017,6,F,356,0,0,1073,842,11292,11003,752,6700,9,9
2017,6,F,651,0,0,1213,981,11292,11648,753,6700,9,9
2017,6,F,409,0,0,854,659,11292,13851,754,6700,9,9
2017,6,F,549,0,0,833,624,11292,13851,755,6700,9,9
2017,6,F,570,0,0,1155,944,11648,11292,756,6700,9,9
2017,6,F,486,0,0,551,363,11921,11292,757,6700,9,9
2017,6,F,630,0,0,1408,1178,13264,11292,758,6700,9,9
2017,6,F,1215,38,3161,2143,1909,10821,11292,759,0A875,9,9
2017,6,F,1254,404,2685,1247,1067,11292,12339,760,0A875,9,9
2017,6,F,1266,81,9963,1327,1173,11292,14057,761,0A875,9,9
2017,6,F,1185,679,11574,1583,1339,11433,11292,762,0A875,9,9
2017,6,F,1144,3,0,1227,1068,11603,11292,763,0A875,9,9
2017,6,F,1259,395,10049,1371,1228,12339,11292,764,0A875,9,9
2017,6,F,1183,224,0,1267,1076,13485,11292,765,0A875,9,9
2017,6,F,1056,882,0,1546,1340,11292,10397,766,6725,9,9
2017,6,F,1296,8211,0,1846,1684,11292,10529,767,6725,9,9
2017,6,F,1501,2897,0,1363,1227,12339,11292,768,6725,9,9
2017,6,F,1369,3031,0,1036,876,13487,11292,769,6725,9,9
2017,6,F,1151,219,0,1224,1041,14683,11292,770,6725,9,9
2017,6,F,1275,0,0,1846,1593,11292,11278,771,6460,9,9
2017,6,G,0,297183,13732,1422,1259,14730,11292,772,6910,9,9
2017,6,F,724,0,0,2014,1699,11066,11292,773,6700,10,10
2017,6,F,444,0,0,1535,1252,11292,10800,774,6700,10,10
2017,6,F,690,0,0,1742,1482,11292,11066,775,6700,10,10
2017,6,F,667,0,0,1249,991,11292,15376,776,6700,10,10
2017,6,F,486,0,0,1404,1176,15016,11292,777,6700,10,10
2017,6,F,1341,178,5254,2439,2224,10529,11292,778,0A875,10,10
2017,6,F,1358,509,8159,2046,1727,11292,10821,779,0A875,10,10
2017,6,F,1248,1925,0,948,723,11292,11423,780,0A875,10,10
2017,6,F,1089,56,0,892,688,11292,11775,781,0A875,10,10
2017,6,F,1073,131,0,1243,1050,11292,14262,782,0A875,10,10
2017,6,F,1261,110,0,1057,856,11423,11292,783,0A875,10,10
2017,6,F,1472,501,5817,2229,1971,12264,11292,784,0A875,10,10
2017,6,F,1663,259,1960,1608,1403,13495,11292,785,0A875,10,10
2017,6,F,1618,255,0,1233,1031,13891,11292,786,0A875,10,10
2017,6,F,916,0,0,1203,1008,14262,11292,787,0A875,10,10
2017,6,F,1332,3391,0,1576,1408,11292,11042,788,6725,10,10
2017,6,F,1178,321,0,1066,888,11292,12889,789,6725,10,10
2017,6,F,1691,1259,0,1049,885,11292,13487,790,6725,10,10
2017,6,F,1359,2736,0,1534,1336,11292,14730,791,6725,10,11
2017,6,F,1336,1541,0,912,737,13851,11292,792,6725,10,10
2017,6,F,1329,2418,0,1610,1450,14730,11292,793,6725,10,10
2017,6,F,1366,5484,0,1475,1225,14771,11292,794,6725,10,10
2017,6,F,670,0,0,1452,1161,12266,11109,795,6003,10,10
2017,6,F,1287,0,0,2283,1999,11278,11292,796,6460,10,10
2017,6,F,1366,0,0,999,769,11292,11423,797,6460,10,10
2017,6,F,1436,0,0,1057,835,11423,11292,798,6460,10,10
2017,6,G,0,247774,0,2182,1882,11292,13244,799,6200,10,10
2017,6,G,0,932323,0,1438,1179,13244,11292,800,6200,10,10
2017,6,F,403,0,0,1003,758,11292,15370,801,6904,10,10
2017,6,F,422,0,0,1056,852,15370,11292,802,6904,10,10
2017,6,F,13,0,0,73,60,11292,15177,803,6932,10,1
2017,6,F,11,0,0,66,52,15177,11292,804,6932,10,1
2017,6,F,77,0,0,946,831,10950,14107,805,1177,10,10
2017,6,F,64,0,0,820,718,14107,10950,806,1177,10,9
2017,6,F,1341,1607,0,2481,2190,11292,12953,807,1260,11,11
2017,6,F,477,0,0,1065,854,13851,11292,808,6700,11,11
2017,6,F,1750,78,3181,2505,2261,10821,11292,809,0A875,11,11
2017,6,F,1180,147,0,1764,1491,11292,11603,810,0A875,11,11
2017,6,F,1532,384,1871,2082,1848,11292,12264,811,0A875,11,11
2017,6,F,1609,763,3248,1497,1304,11292,13495,812,0A875,11,10
2017,6,F,1689,0,6198,955,680,11292,13871,813,0A875,11,11
2017,6,F,1761,351,0,1415,1186,11292,13891,814,0A875,11,11
2017,6,F,1619,1621,11123,1605,1388,11292,14893,815,0A875,11,11
2017,6,F,1216,318,0,1039,768,11775,11292,816,0A875,11,11
2017,6,F,1806,2751,0,2060,1860,11292,12264,817,6725,11,11
2017,6,F,1499,9031,0,1537,1274,12892,11292,818,6725,11,11
2017,6,F,1838,88,0,1096,892,13198,11292,819,6725,11,11
2017,6,F,1517,1139,0,1066,900,14107,11292,820,6725,11,11
2017,6,F,1388,0,0,1572,1308,11109,12892,821,6460,11,11
2017,6,F,1401,0,0,1429,1156,12892,11109,822,6460,11,11
2017,6,F,503,0,0,1742,1447,11292,11986,823,6904,11,11
2017,6,F,1704,0,0,2982,2629,11292,12478,824,6673,12,13
2017,6,F,1770,0,0,3498,3020,12478,11292,825,6673,12,13
2017,6,F,776,0,0,1496,1229,11292,14683,826,7041,12,12
2017,6,F,761,0,0,1709,1440,14683,11292,827,7041,12,12
2017,6,F,528,0,0,2006,1761,11292,11603,828,6700,12,12
2017,6,F,1716,3504,4317,1429,1185,11292,13487,829,0A875,12,13
2017,6,F,1426,186,6256,2385,2072,11292,14492,830,0A875,12,12
2017,6,F,1878,79,10278,2000,1718,11292,14747,831,0A875,12,12
